Month,Switzerland,Germany,Italy,France,Austria
1,67.20514465311004,88.8165770678015,66.23782416430574,39.75046087966306,78.71859897815179
2,57.38035062010232,75.75833020615755,59.107692009086335,30.56367647124644,52.86053092879376
3,27.991305323753906,33.92529704738431,28.566608795817057,19.54768826799621,27.917304460186433
4,14.267109612172199,15.214698677096258,14.7055893938502,14.069619553576542,12.30991596796159
5,10.823277501744785,10.88757769727387,11.898652718625051,11.784414151737858,10.536361049873513
6,10.767015951363168,10.622293574904699,12.402644904763628,12.310284495531182,11.135631352985452
7,10.902850420693401,11.517884689360315,12.96770590825981,11.466428141667382,11.321305582682744
8,13.775013350105654,13.537447870549178,15.62438728478279,13.923869813357134,13.000193104130357
9,20.197349206975204,19.76931998463433,21.69475558122908,18.90283007960378,20.194594253112147
10,39.49749705112899,53.387826942121364,40.467668805526195,22.741404834172695,48.487541474882086
11,55.582025100137635,63.26249940137639,57.85666125298816,32.86278188756338,65.90390724693506
12,66.41467011003252,104.18205549614103,60.53340505059356,27.29883049050446,91.95891167040868
