Hour,Battery,Battery (Load),Biogas,Biomass,CAES,CAES (Load),CSP,Coal,DAC (Load),DSM,DSM (Up),EMob Shift,EMob Shift (Up),Gas CC,Gas CC-CCS,Gas CC-Syn,Gas Other,Geothermal,Geothermal-Advanced,HP Shift,HP Shift (Up),Hydro Dam,Hydro RoR,LAES,LAES (Load),Lignite,Load Shed,Load Shed Ind,Marine,Methanation (Load),Nuclear,Oil,Other NonRES,Other RES,P2G2P,P2G2P (Load),PV Agri,PV Alpine,PV Facade,PV Highway,PV OpenField,PV Roof,Pump,Pump (Load),Waste,Wind Offshore,Wind Onshore,Exports,Imports,Imports (Net),Load (Net),Load (Total)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007017808724713246,-0.12039485129732315,0.0,0.0,0.0,0.14399967717422352,2.127850977869e-07,0.0,0.0,0.0,0.0,0.0,5.650892685308453,1.321112921181568,0.0,0.0,0.0,1.5327796409299196e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5793177521785817,-3.5134416252505e-06,0.22699311626847024,0.0,0.7995198208620745,-6.374547605619854,7.130093976000432,0.755546370380579,9.564482179137926,10.364002000000001
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006436872624311273,-0.24782761268746992,0.0,0.0,0.0,0.24299939120726258,2.069373410342e-07,0.0,0.0,0.0,0.0,0.0,5.624476062430666,1.3211128742717317,0.0,0.0,0.0,1.514947004165605e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5779317190420235,-3.548576985059e-06,0.225493400154052,0.0,0.5781998222432975,-6.463580198546624,7.271581011234782,0.8080008126881585,9.558620177756705,10.136820000000002
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005348192815469561,-0.11961398667442884,0.0,0.0,0.0,0.2724995300722167,2.0409995253830002e-07,0.0,0.0,0.0,0.0,0.0,5.552532283232409,1.3211128959703724,0.0,0.0,0.0,1.5161654511002952e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5741752895205037,-3.5200668195847e-06,0.2239937669974038,0.0,0.956309820895095,-6.559474570222139,6.824608093565392,0.26513352334325374,9.095178179104906,10.051487999999999
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038425898822515053,-0.11261024417000198,0.0,0.0,0.0,0.2724995288196939,2.037878930762e-07,0.0,0.0,0.0,0.0,0.0,5.5620833549926525,1.3211129022308672,0.0,0.0,0.0,1.5154868997621952e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.571730748586985,-3.5054568197054e-06,0.2238938049510701,0.0,0.6024797620295995,-6.75123387335222,7.033517727895913,0.28228385454369254,9.124833237970401,9.727313
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031942449097031,-0.07870010611618546,0.0,0.0,0.0,0.27249952734517274,2.0385597558689998e-07,0.0,0.0,0.0,0.0,0.0,5.510569364524089,1.3211128998401502,0.0,0.0,0.0,1.515052031169047e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5672965785216368,-3.5133540237929997e-06,0.2238938467907469,0.0,0.5297597978170704,-6.957823414383504,6.9518905706408844,-0.005932843742619298,8.813930202182929,9.34369
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029100139575122305,-0.08716822848354033,0.0,0.0,0.0,0.27249952685345746,2.036959799137e-07,0.0,0.0,0.0,0.0,0.0,5.46053403185264,1.3211128984826412,0.0,0.0,0.0,1.504923307534309e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.564986537054789,-3.5210903984841998e-06,0.2238938885447241,0.0,0.5557597641033614,-7.0403541978345,6.846458083357624,-0.1938961144768755,8.56486923589664,9.120629000000001
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026631324864388062,-0.08704738797853864,0.0,0.0,0.0,0.27249952518885856,2.0299097971e-07,0.0,0.0,0.0,0.0,0.0,5.415759463453634,1.3211128956539078,0.0,0.0,0.0,1.5049741235605125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5626722514204237,-3.5368000903781e-06,0.2238939264598966,0.0,0.6802897952169599,-7.09277215803955,6.66397589023949,-0.42879626780006036,8.28275420478304,8.963044
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002830665119122378,-0.08241498630083989,0.0,0.0,0.0,0.2724995284597291,2.034660153754e-07,0.0,0.0,0.0,0.0,0.0,5.432391588145225,1.3211129032043383,0.0,0.0,0.0,1.50590256607066e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5636040065603285,-3.5171666191906e-06,0.22389397569611091,0.0,0.5007397981726718,-7.095693056982141,6.8496918918777325,-0.24600116510440784,8.487913201827327,8.988652999999998
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014893533087699716,-0.06335424661396563,0.0,0.0,0.0,0.27249953022615325,2.0322314130079998e-07,0.0,0.0,0.0,0.0,0.0,5.268266844524599,1.3211129142181455,0.0,0.0,0.0,1.50600009590269e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4188096688427168,0.0,0.0,0.0,0.32175759769113776,1.5541418812800738,-3.5032798211189e-06,0.2238940044051998,0.0,0.4053998960042835,-7.252340591522932,6.827210273439697,-0.4251303180832356,8.166320837461864,9.312288
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07444156761611673,-0.5455553969627066,0.0,0.0,0.0,0.2724995912861801,2.162754003375e-07,0.0,0.0,0.0,0.0,0.0,3.1674000509662252,1.3211126856272415,0.0,0.0,0.0,1.5135460279426333e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5338297313610234,0.0,0.0,0.0,1.725523810203683,0.7968195560748713,-5.053197422642499e-06,0.22389217969782377,0.0,0.3594298611085822,-5.740477555045845,6.598735761611277,0.8582582065654315,6.1688635973267125,9.787647000000002
