Month,Switzerland,Germany,Italy,France,Austria
1,68.7552569986394,88.83334379348446,66.34739933730702,40.561435938782125,78.84251689541594
2,59.91898202720253,76.1462315016555,59.745073615337574,31.34185682799341,53.23657481549003
3,29.70880179652865,36.358968302435784,30.085757106829703,19.808946028887455,29.218518170042067
4,14.602188707822526,15.293014704550602,14.960881031387949,14.131488482675286,12.41521735152986
5,11.05845602367274,10.961034701046211,12.081476316040453,11.833420750126027,10.63510563002097
6,10.949732265305764,10.646937990229196,12.680356681548059,12.357589336384937,11.216222993868662
7,11.017529552533176,11.559968798674715,13.029472204519267,11.49458459765219,11.365335603883102
8,13.869400228789962,13.576526862343119,15.663883782055402,13.952188337411632,13.03264144171166
9,20.909792718150648,20.46220903691362,22.40206914937599,19.45994412546439,20.85948083874293
10,40.91585349886768,54.305765808664226,42.10762001918679,23.58354557340829,49.96050620927383
11,58.14160834633372,64.25302567700099,59.12131329854295,33.82868828219023,67.51171920136275
12,69.88073790357268,106.1437807543183,61.43603823167689,28.52023810994112,94.22793591228864
