Row,2020,2030,2040,2050
Imports,375009546.6196529,145646375.14170316,91172748.99375433,89905220.0812501
Exports,-419373565.33018374,-617466469.5884948,-222438741.78098172,-113279767.06029682
Transfer capacity payment,-373392858.67898524,-432222154.3399796,-192071246.54453218,-111818743.87755632
