Month,Switzerland,Germany,Italy,France,Austria
1,69.18577119377497,88.84308976179024,66.36045353095847,40.52146155369595,78.9020776293005
2,60.32868678765439,76.15713021675964,59.907383801070466,31.398613455710294,53.264321434563
3,30.013873161006643,36.63741543993329,30.288700911409748,20.0688407737366,29.390019337259748
4,14.84318883650725,15.32332176233013,14.966394558156905,14.257018104434355,12.424857285089686
5,11.203188696637444,10.953447510507939,12.027883928354258,11.899377126606476,10.631739156927974
6,10.84701849653189,10.64242699836726,12.466145631462425,12.329620283090625,11.167073309372364
7,10.992377349564629,11.539556140293984,12.992706817274424,11.47785849413009,11.352136793546256
8,13.899805459375798,13.562078348236325,15.646800101804363,13.936941760393491,13.022302579200524
9,20.801268792182483,20.329833011466263,22.216027563261225,19.331576756843877,20.724587293015407
10,40.94482863682799,54.31123258931849,41.99262579467535,23.623254694332083,49.95222859880983
11,58.585797473278674,64.33644471910203,59.200779995032605,33.89468180617889,67.61982865831506
12,69.98321916572131,106.26502959825147,61.49022126856915,28.844352472314167,94.35018231322178
