Hour,idProfile,idProfile_eMobility,idProfile_eHeatPump,idProfile_eHydrogen
0,5819.0,1344.442,2756.45,335.04
1,5757.0,1178.84,2756.85,335.04
2,5890.08,959.6679999999999,2757.85,335.04
3,5843.959999999999,671.5129999999999,2767.67,335.04
4,5641.009999999999,485.39,2773.1800000000003,335.04
5,5555.07,344.31899999999996,2776.6800000000003,335.04
6,5433.0,302.324,2783.17,335.04
7,5345.029999999999,404.673,2794.2200000000003,335.04
8,5401.02,669.6479999999999,2796.62,335.04
9,5538.01,1041.2869999999998,2762.55,335.04
10,5627.96,1347.9180000000001,2706.9399999999996,335.04
11,5643.960000000001,1818.2739999999997,2655.18,335.04
12,5985.05,1862.7930000000001,2620.83,335.04
13,5890.08,1751.5320000000002,2610.56,335.04
14,5723.01,1681.967,2606.3,335.04
15,5702.9400000000005,1896.152,2619.7799999999997,335.04
16,5914.01,2015.4399999999998,2645.99,335.04
17,6103.9400000000005,2198.203,2668.98,335.04
18,5421.080000000001,2373.757,2684.59,335.04
19,5573.01,2444.613,2698.11,335.04
20,5214.01,2253.9359999999997,2702.02,335.04
21,5708.01,1836.5829999999999,2707.2799999999997,335.04
22,5985.05,1422.4879999999998,2716.29,335.04
23,6007.01,1210.739,2717.19,335.04
24,5914.01,1173.22,2718.48,335.04
25,5907.01,1081.5079999999998,2718.6699999999996,335.04
26,5881.039999999999,951.207,2723.2799999999997,335.04
27,5719.0,733.125,2725.03,335.04
28,5570.01,552.519,2725.73,335.04
29,5485.049999999999,383.597,2727.4799999999996,335.04
30,5130.029999999999,285.502,2728.47,335.04
31,5048.919999999999,261.595,2728.1899999999996,335.04
32,5177.029999999999,374.536,2727.9400000000005,335.04
33,5397.1,630.3,2709.81,335.04
34,5520.039999999999,1049.43,2679.93,335.04
35,5614.01,1282.92,2653.1899999999996,335.04
36,5696.0599999999995,1355.0949999999998,2636.12,335.04
37,5687.01,1154.893,2632.7,335.04
38,5407.039999999999,1148.0149999999999,2640.17,335.04
39,5331.02,1385.469,2660.46,335.04
40,5473.01,1653.969,2684.63,335.04
41,5814.01,1838.747,2708.39,335.04
42,5889.040000000001,2175.2870000000003,2726.13,335.04
43,5731.02,2394.9979999999996,2738.41,335.04
44,5482.0,2225.044,2755.2400000000002,335.04
45,5508.9400000000005,1959.2799999999997,2772.27,335.04
46,5701.02,1707.4720000000002,2788.7700000000004,335.04
47,5751.120000000001,1373.283,2805.21,335.04
48,5729.02,1053.591,2820.19,335.04
49,5623.99,742.2750000000001,2835.2599999999998,335.04
50,5555.07,554.144,2843.2400000000002,335.04
51,5545.99,395.76699999999994,2848.31,335.04
52,5389.04,317.20099999999996,2853.6000000000004,335.04
53,5384.050000000001,271.325,2864.18,335.04
54,5177.029999999999,472.584,2867.96,335.04
55,5397.1,1341.738,2873.0,335.04
56,5721.08,2350.9170000000004,2877.16,335.04
57,5871.02,2629.0330000000004,2862.85,335.04
58,6084.050000000001,2271.6009999999997,2828.33,335.04
59,6177.029999999999,1822.866,2799.4900000000002,335.04
60,6311.98,1644.3360000000002,2771.87,335.04
61,6248.92,1721.9160000000002,2753.45,335.04
62,6184.05,1900.2970000000003,2738.71,335.04
63,6014.01,1776.266,2741.94,335.04
64,6091.99,1616.2499999999998,2772.85,335.04
65,6365.02,1803.7730000000001,2801.49,335.04
66,6361.0199999999995,2367.766,2824.74,335.04
67,6105.01,2968.573,2841.4199999999996,335.04
68,5741.96,3165.634,2856.57,335.04
69,5456.040000000001,2693.742,2873.79,335.04
70,5641.959999999999,2089.08,2910.1899999999996,335.04
71,5748.92,1672.9470000000001,2947.3900000000003,335.04
72,6308.01,1335.741,2975.0200000000004,335.04
73,6245.029999999999,981.4850000000002,2988.4800000000005,335.04
74,6241.96,696.9590000000001,2988.2699999999995,335.04
75,6154.01,498.137,2988.23,335.04
76,6025.110000000001,361.31600000000003,2992.12,335.04
77,6074.02,309.024,2990.61,335.04
78,5808.01,492.972,2985.3900000000003,335.04
79,5696.0599999999995,1358.8700000000001,2982.14,335.04
80,6037.01,2378.223,2976.5600000000004,335.04
81,6248.92,2705.924,2947.6800000000003,335.04
82,6425.110000000001,2350.352,2897.2400000000002,335.04
83,6484.05,1883.1679999999997,2843.85,335.04
84,6453.0,1690.3319999999999,2807.0299999999997,335.04
85,6327.96,1770.66,2789.0699999999997,335.04
86,6167.99,1947.459,2790.34,335.04
87,6141.009999999998,1819.913,2807.33,335.04
88,6285.0599999999995,1661.8960000000002,2831.48,335.04
89,6378.96,1830.033,2851.44,335.04
90,6335.039999999999,2376.9159999999997,2862.9,335.04
91,6077.97,2964.938,2877.0,335.04
92,5745.99,3151.9990000000007,2888.64,335.04
93,5631.02,2674.875,2899.5800000000004,335.04
94,5888.02,2080.492,2913.25,335.04
95,6096.0599999999995,1670.763,2926.1800000000003,335.04
96,5771.02,1334.759,2937.96,335.04
97,5881.039999999999,980.6269999999998,2947.5499999999997,335.04
98,5772.039999999999,696.2,2957.2799999999997,335.04
99,5847.92,501.537,2968.91,335.04
100,5733.0,361.35699999999997,2976.06,335.04
101,5823.01,307.65600000000006,2977.78,335.04
102,5283.0199999999995,488.855,2981.33,335.04
103,5556.040000000001,1345.7910000000002,2979.92,335.04
104,5879.959999999999,2349.8780000000006,2979.9500000000003,335.04
105,5983.02,2656.6180000000004,2964.34,335.04
106,6011.98,2331.447,2932.45,335.04
107,6063.0,1892.8759999999997,2900.17,335.04
108,6079.959999999999,1706.643,2873.3199999999997,335.04
109,5990.1,1779.732,2858.4300000000003,335.04
110,5890.08,1951.763,2857.92,335.04
111,5781.039999999999,1813.018,2861.82,335.04
112,5835.040000000001,1651.33,2880.58,335.04
113,6175.139999999999,1826.6239999999998,2898.01,335.04
114,6208.9400000000005,2384.004000000001,2908.52,335.04
115,6107.01,2960.411,2921.36,335.04
116,5793.99,3147.0249999999996,2931.2400000000002,335.04
117,5615.01,2660.1180000000004,2941.7700000000004,335.04
118,5620.04,2051.022,2948.4399999999996,335.04
119,5595.08,1649.859,2954.96,335.04
120,5847.92,1323.647,2963.62,335.04
121,5776.009999999999,974.6370000000001,2972.81,335.04
122,5667.99,691.6120000000001,2980.45,335.04
123,5550.23,496.42499999999995,2985.87,335.04
124,5390.1,360.50300000000004,2992.63,335.04
125,5399.02,306.571,3004.87,335.04
126,5384.050000000001,492.65099999999995,3014.42,335.04
127,5416.99,1352.9370000000001,3021.0,335.04
128,5423.01,2345.9939999999997,3020.42,335.04
129,5387.01,2646.7870000000003,3000.9300000000003,335.04
130,5356.039999999999,2319.806,2964.62,335.04
131,5408.9400000000005,1891.351,2924.97,335.04
132,5481.039999999999,1710.774,2897.38,335.04
133,5463.0,1777.6619999999998,2875.08,335.04
134,5370.02,1936.394,2865.04,335.04
135,5359.0,1805.6170000000002,2865.52,335.04
136,5445.99,1648.748,2882.35,335.04
137,5665.02,1825.035,2910.2799999999997,335.04
138,5703.9400000000005,2358.611,2923.04,335.04
139,5538.01,2919.868,2932.12,335.04
140,5277.969999999999,3092.1609999999996,2938.0299999999997,335.04
141,5123.990000000001,2609.261,2939.6499999999996,335.04
142,5203.9400000000005,2017.163,2943.4399999999996,335.04
143,5391.07,1630.1259999999997,2945.58,335.04
144,5569.0199999999995,1311.494,2952.31,335.04
145,5721.08,967.7039999999998,2960.2099999999996,335.04
146,5691.07,690.9269999999999,2967.8999999999996,335.04
147,5577.03,496.58799999999997,2979.7200000000003,335.04
148,5430.04,359.611,2993.8599999999997,335.04
149,5201.949999999999,297.943,3005.49,335.04
150,5164.03,449.675,3018.3599999999997,335.04
151,5167.99,1186.5279999999998,3037.9,335.04
152,5199.019999999999,2033.3539999999998,3052.45,335.04
153,5443.96,2292.7380000000003,3022.2799999999997,335.04
154,5747.92,2073.839,2946.86,335.04
155,5814.01,1767.8870000000002,2860.61,335.04
156,5801.0199999999995,1712.538,2788.05,335.04
157,5915.01,1810.36,2743.27,335.04
158,5818.0,1923.2759999999998,2723.31,335.04
159,5702.9400000000005,1782.0729999999999,2743.03,335.04
160,5693.0,1686.118,2804.33,335.04
161,5661.99,2033.036,2875.1200000000003,335.04
162,5627.96,2747.425,2909.3199999999997,335.04
163,5502.9400000000005,3229.6669999999995,2928.4700000000003,335.04
164,5232.01,3226.9310000000005,2941.12,335.04
165,5058.040000000001,2619.5290000000005,2963.43,335.04
166,5058.040000000001,2001.2640000000001,2989.2799999999997,335.04
167,5341.96,1637.626,3015.13,335.04
168,5405.01,1344.442,3025.49,335.04
169,5489.04,1178.84,3029.91,335.04
170,5691.99,959.6679999999999,3035.8500000000004,335.04
171,5582.0,671.5129999999999,3045.5600000000004,335.04
172,5583.02,485.39,3055.93,335.04
173,5496.0599999999995,344.31899999999996,3072.83,335.04
174,5741.96,302.324,3085.4100000000003,335.04
175,6176.009999999999,404.673,3099.92,335.04
176,6534.0,669.6479999999999,3104.97,335.04
177,6578.960000000001,1041.2869999999998,3062.62,335.04
178,6638.99,1347.9180000000001,2969.7200000000003,335.04
179,6714.01,1818.2739999999997,2865.52,335.04
180,6425.110000000001,1862.7930000000001,2789.73,335.04
181,6376.01,1751.5320000000002,2742.98,335.04
182,6295.07,1681.967,2727.3,335.04
183,6320.039999999999,1896.152,2755.61,335.04
184,6422.029999999999,2015.4399999999998,2849.29,335.04
185,6615.01,2198.203,2969.1900000000005,335.04
186,6615.01,2373.757,3061.66,335.04
187,6301.950000000001,2444.613,3134.16,335.04
188,5919.0,2253.9359999999997,3189.74,335.04
189,5611.980000000001,1836.5829999999999,3232.98,335.04
190,5825.98,1422.4879999999998,3277.33,335.04
191,5233.0,1210.739,3315.83,335.04
192,5991.07,1173.22,3345.4,335.04
193,5964.03,1081.5079999999998,3376.9999999999995,335.04
194,5932.01,951.207,3398.33,335.04
195,5867.99,733.125,3417.65,335.04
196,5747.92,552.519,3433.6600000000008,335.04
197,5814.01,383.597,3452.66,335.04
198,5769.02,285.502,3455.0899999999997,335.04
199,6381.039999999999,261.595,3447.8,335.04
200,6602.94,374.536,3426.63,335.04
201,6590.09,630.3,3363.6899999999996,335.04
202,6681.01,1049.43,3244.25,335.04
203,6765.02,1282.92,3120.94,335.04
204,6501.02,1355.0949999999998,3016.99,335.04
205,6498.049999999999,1154.893,2939.67,335.04
206,6377.969999999999,1148.0149999999999,2899.76,335.04
207,6311.98,1385.469,2909.01,335.04
208,6397.1,1653.969,2950.85,335.04
209,6619.0,1838.747,2999.05,335.04
210,6647.919999999999,2175.2870000000003,3032.2300000000005,335.04
211,6377.030000000001,2394.9979999999996,3055.6900000000005,335.04
212,6009.970000000001,2225.044,3075.0300000000007,335.04
213,5720.04,1959.2799999999997,3087.92,335.04
214,5888.02,1707.4720000000002,3103.7299999999996,335.04
215,5750.18,1373.283,3112.13,335.04
216,5439.99,1053.591,3122.2099999999996,335.04
217,5725.1,742.2750000000001,3136.44,335.04
218,5702.9400000000005,554.144,3146.2200000000003,335.04
219,5596.060000000001,395.76699999999994,3165.8,335.04
220,5545.99,317.20099999999996,3186.05,335.04
221,5576.01,271.325,3200.17,335.04
222,5829.0199999999995,472.584,3219.25,335.04
223,6505.01,1341.738,3238.8,335.04
224,6798.05,2350.9170000000004,3256.68,335.04
225,6784.049999999999,2629.0330000000004,3231.9900000000002,335.04
226,6813.0,2271.6009999999997,3172.21,335.04
227,6850.18,1822.866,3084.93,335.04
228,6629.02,1644.3360000000002,3000.42,335.04
229,6600.0,1721.9160000000002,2938.13,335.04
230,6470.040000000001,1900.2970000000003,2912.79,335.04
231,6425.110000000001,1776.266,2935.98,335.04
232,6474.02,1616.2499999999998,3016.38,335.04
233,6654.01,1803.7730000000001,3098.37,335.04
234,6657.0,2367.766,3147.7299999999996,335.04
235,6429.02,2968.573,3182.15,335.04
236,6048.92,3165.634,3208.42,335.04
237,5957.0,2693.742,3222.7400000000002,335.04
238,5889.040000000001,2089.08,3239.9200000000005,335.04
239,5767.01,1672.9470000000001,3253.63,335.04
240,5501.02,1335.741,3269.23,335.04
241,5477.97,981.4850000000002,3283.97,335.04
242,5648.92,696.9590000000001,3298.39,335.04
243,5727.96,498.137,3317.2799999999997,335.04
244,5583.02,361.31600000000003,3337.03,335.04
245,5391.99,309.024,3355.0499999999997,335.04
246,5738.01,492.972,3367.1000000000004,335.04
247,6407.01,1358.8700000000001,3379.32,335.04
248,6670.01,2378.223,3383.5499999999993,335.04
249,6732.01,2705.924,3362.92,335.04
250,6745.99,2350.352,3306.95,335.04
251,6929.02,1883.1679999999997,3241.7200000000003,335.04
252,6435.97,1690.3319999999999,3173.33,335.04
253,6591.989999999999,1770.66,3106.0200000000004,335.04
254,6554.009999999999,1947.459,3063.8,335.04
255,6531.02,1819.913,3068.76,335.04
256,6615.01,1661.8960000000002,3148.2400000000002,335.04
257,6605.01,1830.033,3269.62,335.04
258,6598.049999999999,2376.9159999999997,3351.12,335.04
259,6401.02,2964.938,3387.52,335.04
260,6003.9400000000005,3151.9990000000007,3386.13,335.04
261,5693.99,2674.875,3379.8400000000006,335.04
262,5623.99,2080.492,3400.7999999999997,335.04
263,5438.01,1670.763,3428.7700000000004,335.04
264,5689.04,1334.759,3423.1500000000005,335.04
265,5782.0,980.6269999999998,3401.5299999999997,335.04
266,5784.05,696.2,3372.1600000000003,335.04
267,5538.01,501.537,3323.7000000000003,335.04
268,5458.04,361.35699999999997,3285.66,335.04
269,5379.959999999999,307.65600000000006,3243.66,335.04
