Hour,idProfile,idProfile_eMobility,idProfile_eHeatPump,idProfile_eHydrogen
0,5819.0,1344.442,750.3,335.04
1,5757.0,1178.84,750.64,335.04
2,5890.08,959.6679999999999,751.0600000000001,335.04
3,5843.959999999999,671.5129999999999,753.5,335.04
4,5641.009999999999,485.39,754.86,335.04
5,5555.07,344.31899999999996,755.74,335.04
6,5433.0,302.324,757.7900000000001,335.04
7,5345.029999999999,404.673,761.0500000000001,335.04
8,5401.02,669.6479999999999,761.77,335.04
9,5538.01,1041.2869999999998,751.14,335.04
10,5627.96,1347.9180000000001,734.29,335.04
11,5643.960000000001,1818.2739999999997,719.0,335.04
12,5985.05,1862.7930000000001,708.97,335.04
13,5890.08,1751.5320000000002,706.1200000000001,335.04
14,5723.01,1681.967,704.72,335.04
15,5702.9400000000005,1896.152,708.6700000000001,335.04
16,5914.01,2015.4399999999998,716.5600000000001,335.04
17,6103.9400000000005,2198.203,723.5799999999999,335.04
18,5421.080000000001,2373.757,728.3700000000001,335.04
19,5573.01,2444.613,732.55,335.04
20,5214.01,2253.9359999999997,733.7099999999998,335.04
21,5708.01,1836.5829999999999,735.3199999999999,335.04
22,5985.05,1422.4879999999998,737.8699999999999,335.04
23,6007.01,1210.739,738.21,335.04
24,5914.01,1173.22,738.85,335.04
25,5907.01,1081.5079999999998,738.86,335.04
26,5881.039999999999,951.207,740.1700000000001,335.04
27,5719.0,733.125,740.56,335.04
28,5570.01,552.519,740.55,335.04
29,5485.049999999999,383.597,740.8599999999999,335.04
30,5130.029999999999,285.502,741.03,335.04
31,5048.919999999999,261.595,740.95,335.04
32,5177.029999999999,374.536,740.9200000000001,335.04
33,5397.1,630.3,735.51,335.04
34,5520.039999999999,1049.43,726.3700000000001,335.04
35,5614.01,1282.92,718.42,335.04
36,5696.0599999999995,1355.0949999999998,713.38,335.04
37,5687.01,1154.893,712.48,335.04
38,5407.039999999999,1148.0149999999999,714.56,335.04
39,5331.02,1385.469,720.68,335.04
40,5473.01,1653.969,728.0,335.04
41,5814.01,1838.747,735.13,335.04
42,5889.040000000001,2175.2870000000003,740.23,335.04
43,5731.02,2394.9979999999996,743.83,335.04
44,5482.0,2225.044,748.62,335.04
45,5508.9400000000005,1959.2799999999997,753.6700000000001,335.04
46,5701.02,1707.4720000000002,758.72,335.04
47,5751.120000000001,1373.283,763.58,335.04
48,5729.02,1053.591,768.2,335.04
49,5623.99,742.2750000000001,772.73,335.04
50,5555.07,554.144,775.1300000000001,335.04
51,5545.99,395.76699999999994,776.74,335.04
52,5389.04,317.20099999999996,778.26,335.04
53,5384.050000000001,271.325,781.4300000000001,335.04
54,5177.029999999999,472.584,782.62,335.04
55,5397.1,1341.738,783.94,335.04
56,5721.08,2350.9170000000004,784.85,335.04
57,5871.02,2629.0330000000004,780.45,335.04
58,6084.050000000001,2271.6009999999997,770.3900000000001,335.04
59,6177.029999999999,1822.866,762.19,335.04
60,6311.98,1644.3360000000002,754.12,335.04
61,6248.92,1721.9160000000002,748.6,335.04
62,6184.05,1900.2970000000003,744.28,335.04
63,6014.01,1776.266,745.46,335.04
64,6091.99,1616.2499999999998,754.12,335.04
65,6365.02,1803.7730000000001,762.51,335.04
66,6361.0199999999995,2367.766,769.21,335.04
67,6105.01,2968.573,773.98,335.04
68,5741.96,3165.634,778.6899999999999,335.04
69,5456.040000000001,2693.742,783.96,335.04
70,5641.959999999999,2089.08,794.97,335.04
71,5748.92,1672.9470000000001,806.2500000000001,335.04
72,6308.01,1335.741,814.96,335.04
73,6245.029999999999,981.4850000000002,819.35,335.04
74,6241.96,696.9590000000001,819.3800000000001,335.04
75,6154.01,498.137,819.47,335.04
76,6025.110000000001,361.31600000000003,820.62,335.04
77,6074.02,309.024,820.31,335.04
78,5808.01,492.972,818.6600000000001,335.04
79,5696.0599999999995,1358.8700000000001,817.6399999999999,335.04
80,6037.01,2378.223,815.6600000000001,335.04
81,6248.92,2705.924,806.61,335.04
82,6425.110000000001,2350.352,790.6600000000001,335.04
83,6484.05,1883.1679999999997,773.53,335.04
84,6453.0,1690.3319999999999,762.63,335.04
85,6327.96,1770.66,757.3199999999999,335.04
86,6167.99,1947.459,758.6600000000001,335.04
87,6141.009999999998,1819.913,764.34,335.04
88,6285.0599999999995,1661.8960000000002,771.63,335.04
89,6378.96,1830.033,777.6800000000001,335.04
90,6335.039999999999,2376.9159999999997,781.27,335.04
91,6077.97,2964.938,785.3800000000001,335.04
92,5745.99,3151.9990000000007,788.8499999999999,335.04
93,5631.02,2674.875,792.15,335.04
94,5888.02,2080.492,796.14,335.04
95,6096.0599999999995,1670.763,799.97,335.04
