,0
0,6552.592571138443
1,6695.868055102917
2,6312.432050692053
3,6549.5745253085515
4,6501.888366223583
5,6165.406451409701
6,5935.61867887055
7,6021.254586333858
8,6265.5369728359165
9,5950.092516799124
10,5199.196544864326
11,3994.260066289835
12,4338.643186263447
13,5397.626331640468
14,5976.369703845814
15,6372.323923458739
16,5940.90263136943
17,5985.361147199169
18,6210.06812066759
19,6185.408792968875
20,6140.46610956447
21,5848.188326197523
22,5629.235032826622
23,5795.995588699835
24,6376.608479631971
25,6384.47024001756
26,5983.922870954782
27,5774.313100014875
28,5861.7818458821375
29,5694.256595525765
30,5531.370048814595
31,5639.245160927021
32,5766.4079081846585
33,5052.88572827709
34,4227.7687247711865
35,2769.347987776847
36,3950.0855536843574
37,2710.6198859977503
38,5364.89850601787
39,6451.853667847593
40,5994.977167102288
41,5821.402882653921
42,5976.880170455887
43,5501.976239536443
44,5528.7342974296635
45,5884.345281232867
46,5538.255397231511
47,5744.423036170068
48,5115.773580882328
49,5574.570115146007
50,5896.802573794081
51,5221.359856664398
52,4876.725934384438
53,4978.689805546118
54,4438.39147134976
55,4369.810114013216
56,5229.222335372774
57,5854.522214252093
58,4562.153127639195
59,3158.5811373268216
60,2906.088825512774
61,3983.972241858519
62,4927.093008399665
63,5311.406091824369
64,5850.196988357369
65,5925.667952186501
66,6135.098712319354
67,5985.761506316874
68,6207.97064394045
69,5664.594371009254
70,5470.278443367712
71,5460.731502933917
72,6244.364193098712
73,6281.778736197815
74,6431.0600867549565
75,6238.92012625898
76,6052.788251467002
77,6016.32460998646
78,6190.9194748760465
79,5949.46938257605
80,2245.589671324219
81,4449.221080816945
82,2702.0307934214607
83,2023.2056262376873
84,2569.2254822991526
85,2028.556982191505
86,2906.9955581433705
87,5503.467936395937
88,2206.4721635969536
89,3053.363470544552
90,1531.2173201307844
91,1822.1305248163446
92,815.6912665844332
93,1210.87732535507
94,615.9152199785972
95,3080.676898354834
96,943.993190994395
97,6118.742921346295
98,6300.172908314362
99,6106.924499246179
100,6036.275075265552
101,5735.130293891879
102,3739.2576719593308
103,4961.224821725448
104,6544.432303503156
105,3118.0734041641836
106,1681.8693295430883
107,1714.6886060212248
108,1344.3895041845612
109,1793.5135791329053
110,3499.0306276021797
111,5423.738604986502
112,6417.3745695873895
113,6154.694277636517
114,6276.345382051606
115,6175.411923648488
116,6463.462844041815
117,6087.419881515949
118,6023.949714359212
