Month,Switzerland,Germany,Italy,France,Austria
1,69.20692253562243,88.84465159703453,66.36128221437606,40.49639917049124,78.91323869927936
2,60.338067050858314,76.15106222202337,59.910762951606976,31.390246384607753,53.25987696215851
3,30.013696544798492,36.63855492293648,30.281265130469027,20.06723051291548,29.388765489668522
4,14.841885998248653,15.320944242568821,14.965707713135473,14.255448280038308,12.42500626978647
5,11.19928995648126,10.953318027185109,12.02742498697651,11.899479725976654,10.631546441468945
6,10.846525616788721,10.642428999349942,12.465365287337772,12.32950413301286,11.167029667269114
7,10.99110110675672,11.539343162739572,12.992402903258563,11.477778789460078,11.352028346849147
8,13.899327860200454,13.562096331059042,15.646807951954129,13.937466954390413,13.022325106270385
9,20.775917586354076,20.301841931587383,22.18971106184198,19.31113974293201,20.69818984297514
10,40.93033449111802,54.29837804614748,41.97910980887806,23.603045395858263,49.94023795668461
11,58.57939036667126,64.33249306040858,59.197513565253,33.87433072247959,67.61782264973797
12,70.71314245707775,106.2633092147606,61.48749730736701,28.79037842208848,94.36757920197135
