Row,2020,2030,2040,2050
Investments 2020,0.0,0.0,0.0,0.0
Transmission 2020,0.0,0.0,0.0,0.0
Investments 2030,0.0,991588853.292157,608749539.0993387,373719410.1399125
Transmission 2030,0.0,0.0,0.0,0.0
Investments 2040,0.0,0.0,484951876.49135745,297718384.3075056
Transmission 2040,0.0,0.0,0.0,0.0
Investments 2050,0.0,0.0,0.0,54306091.01811956
Transmission 2050,0.0,0.0,0.0,0.0
Variable Operation,946191485.0,489660597.36961603,172589744.49498278,86287034.3075778
Fixed Operation,0.0,539246412.6042044,458164813.4104992,253362464.13091668
Trading,-65924804.37941873,-349204459.18983763,-49806978.082128376,37814114.51571886
