Month,Switzerland,Germany,Italy,France,Austria
1,69.18568784904592,88.84312012670749,66.36043373922038,40.5206990678712,78.90208494181596
2,60.3285098759703,76.15685284971018,59.907368775338945,31.397678256841285,53.264142170461355
3,30.01371204270888,36.63736536961692,30.288608860933476,20.068557446192937,29.390015466569107
4,14.843223254467203,15.323316223817248,14.966394266947516,14.256998552277757,12.424851890611746
5,11.203275639513588,10.95344780595525,12.027901747993493,11.89942377087259,10.631750591332379
6,10.846976717787616,10.642402615334808,12.466136157140982,12.32959808968132,11.16705278483031
7,10.992351002993962,11.539541296048018,12.9926815161238,11.477825201627962,11.352115894978235
8,13.899791951322548,13.562058619589255,15.646784247271205,13.936906942939684,13.022290978237146
9,20.800300551928878,20.32872743650008,22.2149616150912,19.330793384518202,20.723557193965203
10,40.94436287193754,54.31078007864502,41.992128541235935,23.62245472766904,49.951542955687
11,58.58581404652779,64.33632699801896,59.20084308545351,33.89422760476391,67.61981614017931
12,69.98305546480407,106.26498069552868,61.49015932824351,28.843826421000315,94.35017200180359
