Row,2020,2030,2040,2050
Investments 2020,0.0,0.0,0.0,0.0
Transmission 2020,0.0,0.0,0.0,0.0
Investments 2030,0.0,992146161.2266771,609091677.826644,373929453.63915473
Transmission 2030,0.0,0.0,0.0,0.0
Investments 2040,0.0,0.0,483670690.5944983,296931847.30517423
Transmission 2040,0.0,0.0,0.0,0.0
Investments 2050,0.0,0.0,0.0,53208314.905397885
Transmission 2050,0.0,0.0,0.0,0.0
Variable Operation,945333991.0,489741676.89301115,171742494.67614737,84490180.17906128
Fixed Operation,0.0,539543097.8483298,457820524.86789477,252738178.8522621
Trading,-72804969.7346307,-365821024.92287225,-65558554.37974593,27180987.81965041
