Month,Switzerland,Germany,Italy,France,Austria
1,67.58286683736202,88.8184953947655,66.20924593855118,39.68073353232088,78.7130019729642
2,58.217680050592044,75.72690647006937,58.86009925937725,30.4573575491034,52.71669637585279
3,27.47180304251152,33.22505102065402,27.854551867019186,19.41138917566541,27.25614608242681
4,14.109580108936825,15.189349051442786,14.69170866998691,14.04349895493466,12.289968667317249
5,10.720240563109309,10.876729129884678,11.9337244094058,11.76255268806552,10.540171499079417
6,10.775583811664895,10.624401724180002,12.4559219295781,12.319233975309974,11.145426671050918
7,10.864943097332635,11.522161465352195,12.972817387694068,11.466425444421791,11.324271540031475
8,13.692330696246913,13.530922709612266,15.621684938532832,13.919336843720107,12.991505823932
9,20.134425734091277,19.751943007259015,21.68566593385505,18.8926551161817,20.179058448378576
10,39.25452496976763,53.260505202329156,40.15407731144402,22.78673158179436,48.24738915895874
11,55.420847437783415,62.77136446631062,57.199555168814825,32.37292687857768,65.39273853057458
12,65.97533433404229,103.92381074024448,60.27989508487959,27.068829260431055,91.52843302776674
