Hour,idProfile,idProfile_eMobility,idProfile_eHeatPump,idProfile_eHydrogen
0,5819.0,1344.442,835.6499999999999,335.04
1,5757.0,1178.84,835.8699999999999,335.04
2,5890.08,959.6679999999999,836.31,335.04
3,5843.959999999999,671.5129999999999,838.91,335.04
4,5641.009999999999,485.39,840.35,335.04
5,5555.07,344.31899999999996,841.25,335.04
6,5433.0,302.324,843.31,335.04
7,5345.029999999999,404.673,846.6999999999999,335.04
8,5401.02,669.6479999999999,847.4200000000001,335.04
9,5538.01,1041.2869999999998,836.84,335.04
10,5627.96,1347.9180000000001,819.9499999999998,335.04
11,5643.960000000001,1818.2739999999997,804.47,335.04
12,5985.05,1862.7930000000001,794.24,335.04
13,5890.08,1751.5320000000002,791.3100000000001,335.04
14,5723.01,1681.967,790.04,335.04
15,5702.9400000000005,1896.152,793.8800000000001,335.04
16,5914.01,2015.4399999999998,801.8199999999999,335.04
17,6103.9400000000005,2198.203,808.72,335.04
18,5421.080000000001,2373.757,813.65,335.04
19,5573.01,2444.613,817.83,335.04
20,5214.01,2253.9359999999997,819.1500000000001,335.04
21,5708.01,1836.5829999999999,820.74,335.04
22,5985.05,1422.4879999999998,823.47,335.04
23,6007.01,1210.739,823.7,335.04
24,5914.01,1173.22,824.17,335.04
25,5907.01,1081.5079999999998,824.16,335.04
26,5881.039999999999,951.207,825.46,335.04
27,5719.0,733.125,826.01,335.04
28,5570.01,552.519,826.18,335.04
29,5485.049999999999,383.597,826.7,335.04
30,5130.029999999999,285.502,826.8499999999999,335.04
31,5048.919999999999,261.595,826.6400000000001,335.04
32,5177.029999999999,374.536,826.6900000000002,335.04
33,5397.1,630.3,821.22,335.04
34,5520.039999999999,1049.43,812.03,335.04
35,5614.01,1282.92,803.79,335.04
36,5696.0599999999995,1355.0949999999998,798.6199999999999,335.04
37,5687.01,1154.893,797.66,335.04
38,5407.039999999999,1148.0149999999999,799.79,335.04
39,5331.02,1385.469,806.05,335.04
40,5473.01,1653.969,813.45,335.04
41,5814.01,1838.747,820.6999999999999,335.04
42,5889.040000000001,2175.2870000000003,826.09,335.04
43,5731.02,2394.9979999999996,829.8,335.04
44,5482.0,2225.044,834.7,335.04
45,5508.9400000000005,1959.2799999999997,839.8199999999999,335.04
46,5701.02,1707.4720000000002,844.9599999999999,335.04
47,5751.120000000001,1373.283,850.01,335.04
48,5729.02,1053.591,854.69,335.04
49,5623.99,742.2750000000001,859.3000000000001,335.04
50,5555.07,554.144,861.83,335.04
51,5545.99,395.76699999999994,863.3599999999999,335.04
52,5389.04,317.20099999999996,864.9399999999999,335.04
53,5384.050000000001,271.325,868.1300000000001,335.04
54,5177.029999999999,472.584,869.29,335.04
55,5397.1,1341.738,870.68,335.04
56,5721.08,2350.9170000000004,871.71,335.04
57,5871.02,2629.0330000000004,867.28,335.04
58,6084.050000000001,2271.6009999999997,856.99,335.04
59,6177.029999999999,1822.866,848.52,335.04
60,6311.98,1644.3360000000002,840.4299999999998,335.04
61,6248.92,1721.9160000000002,834.6599999999999,335.04
62,6184.05,1900.2970000000003,830.1299999999999,335.04
63,6014.01,1776.266,831.3199999999999,335.04
