Row,2020,2030,2040,2050
Imports,375124196.2059386,145154565.16688758,84252966.38083409,83354578.6042357
Exports,-419501575.17317593,-620150926.4164927,-228406917.79418862,-118035597.85109133
Transfer capacity payment,-373386375.7181065,-432890690.4592982,-186937635.14759085,-110989499.70540883
