Hour,Battery,Battery (Load),Biogas,Biomass,CAES,CAES (Load),CSP,Coal,DAC (Load),DSM,DSM (Up),EMob Shift,EMob Shift (Up),Gas CC,Gas CC-CCS,Gas CC-Syn,Gas Other,Geothermal,Geothermal-Advanced,HP Shift,HP Shift (Up),Hydro Dam,Hydro RoR,LAES,LAES (Load),Lignite,Load Shed,Load Shed Ind,Marine,Methanation (Load),Nuclear,Oil,Other NonRES,Other RES,P2G2P,P2G2P (Load),PV Agri,PV Alpine,PV Facade,PV Highway,PV OpenField,PV Roof,Pump,Pump (Load),Waste,Wind Offshore,Wind Onshore,Exports,Imports,Imports (Net),Load (Net),Load (Total)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04555341228615098,-0.0179593402201888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.149388170841309,1.321112215922926,0.0,0.0,0.0,2.8994111031074833e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.628730380745985,-4.1529658648471995e-06,0.2269915222717011,0.0,0.7995197665565218,-7.148492719186239,6.3292927785315785,-0.8191999406546602,7.534612233443478,8.334132
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0459471587423617,-0.008885349943388247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.152504383975204,1.3211121240363068,0.0,0.0,0.0,2.8982789968039655e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5592591137694594,-4.2585721366514e-06,0.22549161923609656,0.0,0.5781997688459198,-7.259486311832203,6.492611786561432,-0.7668745252707704,7.52855023115408,8.10675
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025142078672669283,-0.11105945902143427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.113285693426167,1.3211121264487842,0.0,0.0,0.0,2.864615535248877e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47268965176364,-4.2177211885367e-06,0.2239919217064024,0.0,0.9563097655101679,-7.140880146500465,6.160510620835738,-0.9803695256647279,7.064788234489832,8.021097999999999
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000854739250987477,-0.1620234086507512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.069945758511328,1.3211121365340517,0.0,0.0,0.0,2.8558912290601476e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4429218800428822,-4.1813270007932e-06,0.22389182015496328,0.0,0.6024796848205187,-7.250683388679032,6.4409279952911405,-0.8097553933878917,7.0869433151794805,7.689422999999999
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010655513674887923,-0.03241211016099691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.023450479315339,1.3211121324086315,0.0,0.0,0.0,2.849060499331849e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5451222017365545,-4.1906091326874e-06,0.22389186690252716,0.0,0.5297597363065424,-7.57110695861112,6.2609113273400725,-1.3101956312710472,6.772030263693457,7.30179
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06639507336658915,-0.022845059060733027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.963601981707326,1.3211121197744549,0.0,0.0,0.0,2.827762272365034e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5417276855951183,-4.227329963673499e-06,0.22389191009103568,0.0,0.5557596862096925,-7.699895351887434,6.125935217006752,-1.5739601348806809,6.519919313790307,7.075679
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07714821088257282,-0.028034339457898343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91892182092268,1.3211121073571754,0.0,0.0,0.0,2.823595728655608e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.538920226727191,-4.2755880364451e-06,0.22389191917304768,0.0,0.680289734042701,-7.756909379455399,5.938338010935139,-1.81857136852026,6.233384265957299,6.913674
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16517131179578864,-0.009235477430520367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.919350660842645,1.3211121118004,0.0,0.0,0.0,2.8229986638483206e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5390526498028672,-4.2689985259273e-06,0.2238920004519103,0.0,0.5007397405546857,-7.81602576388054,6.087390070619741,-1.7286356932607987,6.430703259445313,6.931442999999998
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000769310724259324,-0.21392666555909293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5045712219052785,1.3211121174792286,0.0,0.0,0.0,2.8173151035957868e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4205294515052285,0.0,0.0,0.0,0.32173865479757063,1.3469234835861048,-4.3251485560208e-06,0.2238918519948005,0.0,0.4053999499712048,-7.46446464259515,6.386587646198821,-1.0778769963963286,6.105459943725997,7.253128
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12178285953671908,-0.17779735145284667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9537231877187513,1.321111729653924,0.0,0.0,0.0,2.832406294700342e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5392793517131413,0.0,0.0,0.0,1.726734790962246,0.540216777261491,-7.0255317930109e-06,0.2238883976195256,0.0,0.3594297474772654,-6.299917215227322,5.442731811041312,-0.8571854041860106,4.1257331098473475,7.751177
