Month,Switzerland,Germany,Italy,France,Austria
1,68.78653840430283,88.83044931035998,66.34336688131366,40.61003369706616,78.8625753986824
2,59.96368471892864,76.18460566323336,59.74023785423445,31.424559424705905,53.2514543809054
3,29.766954190107118,36.341833181740064,30.138587867661762,19.838871339729785,29.248577691772233
4,14.556934957281921,15.294465928652421,14.961705159599614,14.132582980120542,12.416167315809776
5,11.036243018302413,10.966301596097903,12.09350473010646,11.831198930193523,10.636411074515756
6,10.961333249955905,10.649553819595104,12.69397962755211,12.361261233842153,11.221731611304394
7,11.020961177683757,11.561964148550677,13.0723656259373,11.516559737901416,11.370825535902643
8,13.857165615324112,13.576634623682317,15.663906510494133,13.952986814572983,13.035390201407038
9,20.986486345263426,20.561612551845858,22.500812706995934,19.516638955175193,20.9526436267483
10,40.97971194453445,54.34617623123076,42.15521680085846,23.700925827753075,50.0028296966735
11,58.19452602813921,64.25118998265003,59.12536134781405,33.86482686085033,67.52301932508392
12,69.91563087559241,106.13650923479508,61.442156450697794,28.715873747653237,94.21548109224366
