Month,Switzerland,Germany,Italy,France,Austria
1,68.76310423094296,88.82754497617933,66.3352034899234,40.69685561567085,78.86988519007636
2,59.97993366066571,76.20155587006259,59.69126166419423,31.509646916205085,53.25226802258374
3,29.88357165591319,36.30223630329347,30.155946319732422,19.90397394890579,29.240266777502416
4,14.48644527698841,15.302100409487805,14.968380216437213,14.135440784911633,12.42191604942784
5,11.014725828148148,10.969924670831512,12.114582518411094,11.814933895709842,10.636441867496389
6,10.97382855623051,10.650785833549069,12.721720236634994,12.365896069267484,11.229566631860665
7,11.04550236919085,11.56862163711823,13.166466168417863,11.559731522088882,11.38278833570508
8,13.81781180516636,13.581942267602496,15.670673556010687,13.956994379234557,13.041223262842125
9,21.045626552390505,20.65024725802954,22.591410751038236,19.58537631564653,21.0383336680655
10,41.08105360683895,54.38544907113799,42.23956943248926,23.7950257895508,50.05848820180932
11,58.35841527492006,64.22478139349401,59.12930535924325,33.878313659770555,67.56914552946272
12,70.13908891180468,106.1389137640126,61.45051174096324,28.880203816358165,94.18889884978174
