EGID,GBAUJ,GKODN,GKODE,TMPIDX,TSN,HBLD,CBLD,HHTR,THKM8,THK15,PRT,GEBF,GAREA,HPTYP,ISHP,ISRSD,ISRTF,QRTnew
1715801,1900.0,47.41267344578434,9.53269985101047,295,127,1.06191,86.25,0.66447,65.0,25,19.387621386771244,621.0,207.0,0,0,1,0,34.193501999999995
1715802,1900.0,47.412792175908095,9.533076026044046,295,127,0.4685399999999999,22.83333333333333,0.29318,65.0,25,12.055073814882693,274.0,137.0,1,1,1,0,15.086987999999995
1715803,1900.0,47.41260777091729,9.531224191214068,295,127,0.5472,26.666666666666664,0.3424,65.0,25,15.770160873725825,320.0,160.0,1,0,1,0,17.61984
1715804,1972.0,47.41267237936926,9.530832787009613,295,127,0.11115,9.027777777777779,0.06955,65.0,25,2.5718217371350147,65.0,65.0,0,0,1,0,3.57903
1715805,1973.0,47.41274163595125,9.530536415506733,295,127,0.2120399999999999,10.333333333333332,0.13268,65.0,25,5.087224512516451,124.0,62.0,1,1,1,0,6.827687999999996
1715806,1973.0,47.41272695469271,9.530229163652477,295,127,0.20862,10.166666666666666,0.13054000000000002,65.0,25,4.9469313631035705,122.0,61.0,1,1,1,0,6.717563999999999
1715807,1900.0,47.41297313496604,9.529390820415854,295,127,0.5950799999999999,29.0,0.3723599999999999,65.0,25,15.688266674470984,348.0,174.0,0,0,1,0,19.161575999999997
1715808,1900.0,47.41267621707258,9.52554032860307,295,127,0.7353,11.944444444444445,0.4601,65.0,25,27.02039738900745,430.0,215.0,0,0,1,0,23.67666
1715809,1900.0,47.414446522491296,9.528486999249164,295,127,0.50274,40.833333333333336,0.3145799999999999,65.0,25,10.485255135967682,294.0,147.0,1,0,1,0,16.188227999999995
1715810,1900.0,47.416916753640145,9.52838751656136,295,127,2.75481,223.75,1.72377,65.0,25,58.9983349754418,1611.0,537.0,1,0,1,0,88.704882
1715811,1900.0,47.417547093646576,9.530469067309758,295,127,0.74898,36.5,0.46866,65.0,25,19.758394434449016,438.0,219.0,1,0,1,0,24.117155999999998
1715813,1900.0,47.420467724938156,9.528345513001149,295,127,0.6463800000000001,31.5,0.40446,65.0,25,18.83137425576057,378.0,189.0,0,0,1,0,20.813436000000003
1715814,1900.0,47.42061841263118,9.526922582746826,295,127,1.2876299999999998,62.75,0.80571,65.0,25,30.2583659679583,753.0,251.0,0,0,1,0,41.46168599999999
1715815,1900.0,47.4219792483231,9.525901001678852,295,127,1.0773,52.5,0.6741,65.0,25,28.153261896119453,630.0,210.0,1,1,1,0,34.68905999999999
1715816,1900.0,47.4227837512652,9.52696912031058,295,127,0.6429600000000001,52.22222222222222,0.40232,65.0,25,12.532764580567164,376.0,188.0,0,1,1,0,20.703312
1715817,1900.0,47.423614256309115,9.530949230393764,295,127,0.8584200000000001,41.83333333333333,0.53714,65.0,25,22.352322032286587,502.0,251.0,1,0,1,0,27.641124
1715818,1960.0,47.423941610387104,9.536260809969047,295,127,0.3077999999999999,15.0,0.1926,65.0,25,7.323132000108763,180.0,90.0,0,0,1,0,9.911159999999997
1715819,1963.0,47.42488170994702,9.535962054653911,295,127,0.38988,19.0,0.24396,65.0,25,10.6036291767183,228.0,114.0,1,0,1,0,12.554136
1715820,1900.0,47.424389138434755,9.537644187259184,295,127,0.66177,53.75,0.41409,65.0,25,13.505703882486696,387.0,129.0,1,0,1,0,21.308994
1715822,1900.0,47.422564876180296,9.545064057216369,295,127,0.28728000000000004,14.0,0.17976,65.0,25,7.609492075618037,168.0,84.0,1,0,1,0,9.250416000000001
1715823,1902.0,47.42174297439513,9.545660378546378,295,127,0.1983599999999999,3.2222222222222223,0.12412,65.0,25,6.32688769599392,116.0,58.0,0,0,1,0,6.387191999999996
1715824,1962.0,47.421613302302895,9.545605730313225,295,127,0.24624,20.0,0.15408,65.0,25,4.418725455153651,144.0,72.0,0,1,1,0,7.928927999999999
1715825,1962.0,47.42154728674468,9.54561620173032,295,127,0.16416,8.0,0.10272,65.0,25,3.9776735970792663,96.0,48.0,1,0,1,0,5.285951999999999
1715826,1900.0,47.421529570390646,9.544459277974363,295,127,1.03113,50.25,0.6452100000000001,65.0,25,24.57594255961777,603.0,201.0,1,0,1,0,33.202386000000004
1715827,1900.0,47.42150980933307,9.543794294429588,295,127,0.22572,18.333333333333336,0.14124,65.0,25,4.772339123707679,132.0,44.0,0,0,1,0,7.268184
1715828,1900.0,47.4216173511422,9.543314878936933,295,127,0.5643,45.83333333333334,0.3530999999999999,65.0,25,12.06657462941406,330.0,110.0,1,0,1,0,18.17046
1715829,1972.0,47.419594390698755,9.542773244834489,295,127,0.6463800000000001,52.5,0.40446,65.0,25,13.134652244495678,378.0,189.0,1,0,1,0,20.813436000000003
1715830,1900.0,47.416972922646465,9.539005016817152,295,127,0.80712,65.55555555555556,0.5050399999999999,65.0,25,15.815610896097407,472.0,236.0,1,0,1,0,25.989263999999995
1715831,1900.0,47.414210506003954,9.538386071734788,295,127,0.79515,64.58333333333334,0.49755,65.0,25,18.179449873770285,465.0,155.0,1,1,1,0,25.603830000000002
1715833,1900.0,47.410196444986866,9.538797310335497,295,127,5.78151,281.75,3.61767,65.0,25,143.69672719690882,3381.0,1127.0,0,0,1,0,186.164622
1715834,1962.0,47.410115685599784,9.539054117490094,295,127,0.4582799999999999,7.444444444444445,0.28676,65.0,25,15.257192203789149,268.0,134.0,0,0,1,0,14.756615999999996
1715836,1896.0,47.421397488768136,9.54567053809591,295,127,0.35397,17.25,0.22149,65.0,25,9.402042258016339,207.0,69.0,1,0,1,0,11.397834
1715837,1900.0,47.41997926621312,9.543227001019279,295,127,0.1846799999999999,3.0,0.11556,65.0,25,7.024319852763098,108.0,54.0,0,0,1,0,5.946695999999996
1715838,1900.0,47.41193819863365,9.537167302428033,295,127,0.16416,13.333333333333336,0.10272,65.0,25,3.2008695295233385,96.0,48.0,0,0,1,0,5.285951999999999
1715839,1900.0,47.41190637720313,9.536959621422186,295,127,0.33174000000000003,26.94444444444445,0.20758,65.0,25,7.0048973538716695,194.0,97.0,1,0,1,0,10.682028
1715840,1900.0,47.42323364424717,9.554120010891447,295,127,0.3967199999999999,19.33333333333333,0.24824,65.0,25,9.66979182857757,232.0,116.0,0,0,1,0,12.774383999999996
