EGID,GBAUJ,GKODN,GKODE,TMPIDX,TSN,HBLD,CBLD,HHTR,THKM8,THK15,PRT,GEBF,GAREA,HPTYP,ISHP,ISRSD,ISRTF,QRTnew
191503241,1900.0,46.83958895797206,8.756354838688113,399,81,0.2530799999999999,12.333333333333332,0.15836,65.0,25,6.320622406592431,148.0,74.0,0,0,1,0,8.149175999999997
191503242,1900.0,46.86387665655722,8.813267425158646,400,81,0.1538999999999999,12.5,0.0963,65.0,25,2.7726931974052103,90.0,45.0,1,0,1,0,4.955579999999996
191503243,1932.0,46.87557159478293,8.8009151368825,400,81,0.28728000000000004,23.333333333333336,0.17976,65.0,25,5.854395923448486,168.0,84.0,0,0,1,0,9.250416000000001
191503271,1900.0,46.86486849888151,8.815259276312464,400,107,0.2154599999999999,17.5,0.13482,65.0,25,4.853263380179507,126.0,63.0,1,0,1,0,6.937811999999996
191503291,1984.0,46.88050022421452,8.77144884366301,400,81,0.08094,5.916666666666666,0.06461,55.0,25,3.132149546281578,71.0,71.0,1,0,1,0,2.6062679999999996
191503292,1950.0,46.82888172793528,8.757982248173134,399,81,0.12996,10.555555555555557,0.08132,65.0,25,2.925429028814623,76.0,38.0,1,0,1,0,4.184711999999999
191503293,1955.0,46.839438734492646,8.74249811205626,399,81,0.4240799999999999,20.666666666666664,0.26536,65.0,25,12.308830722774804,248.0,124.0,0,0,1,0,13.655375999999995
191503294,1991.0,46.84207565190338,8.757172914648091,399,81,0.16644,12.166666666666664,0.13285999999999998,55.0,25,6.66200828215114,146.0,73.0,1,0,1,0,5.359368
191503295,1975.0,46.84047882290435,8.743332220651936,399,81,0.5403600000000001,43.88888888888889,0.33812,65.0,25,10.226772122721592,316.0,158.0,1,0,1,0,17.399592
191503311,1989.0,46.88000449319153,8.772386260420767,400,81,0.06384,1.5555555555555556,0.050960000000000005,55.0,25,3.0130374227813927,56.0,28.0,1,0,1,0,2.0556479999999997
191503312,1900.0,46.882098165451076,8.769201234275105,400,81,0.0923399999999999,4.5,0.05778,65.0,25,2.57450805657324,54.0,54.0,0,0,1,0,2.9733479999999965
191503331,1930.0,46.83868675863404,8.756210592309133,399,81,0.2530799999999999,20.555555555555557,0.15836,65.0,25,4.892883096771234,148.0,74.0,1,0,1,0,8.149175999999997
191503332,1900.0,46.873095041973286,8.828502338661805,400,107,0.1846799999999999,15.0,0.11556,65.0,25,3.3641486597478663,108.0,54.0,1,0,1,0,5.946695999999996
191503351,1900.0,46.88239843260622,8.769772283833507,400,81,0.05985,0.9722222222222224,0.03745,65.0,25,2.1019381274182027,35.0,35.0,1,0,1,0,1.9271699999999998
191503352,1900.0,46.82858501876122,8.75851067911562,399,81,0.1538999999999999,7.5,0.0963,65.0,25,3.6003955297414065,90.0,90.0,1,0,1,0,4.955579999999996
191503353,1987.0,46.8564775624634,8.787464218962455,400,81,0.1390799999999999,16.944444444444443,0.11102,55.0,25,3.92197261754112,122.0,61.0,1,1,1,0,4.478375999999996
191503354,1800.0,46.87511483628403,8.801181731437175,400,81,0.16416,13.333333333333336,0.10272,65.0,25,3.4183972440770014,96.0,48.0,1,0,1,0,5.285951999999999
191503355,1973.0,46.87523224787503,8.801454705885423,400,81,0.6634800000000001,10.777777777777779,0.41516,65.0,25,20.63986031577413,388.0,194.0,0,1,1,0,21.364056
191503356,1900.0,46.8352615703488,8.75292795374478,399,81,0.06156,5.0,0.03852,65.0,25,2.63256589347552,36.0,36.0,0,0,0,0,1.9822319999999998
191503357,1974.0,46.83527211304264,8.752786416691983,399,81,0.2565,20.833333333333336,0.1605,65.0,25,4.701721296028457,150.0,50.0,1,0,1,0,8.2593
191503358,1920.0,46.88172477132445,8.771126292821867,400,81,0.08037000000000001,3.9166666666666665,0.05029,65.0,25,2.0961688629686552,47.0,47.0,1,0,1,0,2.587914
191503359,1900.0,46.87571571026619,8.801015766931611,400,81,0.09405,7.6388888888888875,0.05885,65.0,25,2.112190604008501,55.0,55.0,0,0,1,0,3.0284099999999996
191503360,1900.0,46.86532294187982,8.81896185997881,400,107,0.2223,18.055555555555557,0.1391,65.0,25,4.19337760408696,130.0,65.0,0,0,1,0,7.15806
