,Battery-DSO,Battery-TSO,Biomass,Coal,Dam,FuelCell,GasCC-CCS,GasCC-Syn,GasSC,Lignite,Nuclear,Oil,PV-roof,Pump-Open,RoR,WindOff,WindOn
0,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT
2,7305.948991216003,10699.62060842559,4447.999835494343,0.0,6264.590613794123,0.0,0.002132543004814851,4.035648809951291e-05,5.888565697289449e-05,0.0,0.0,1.259417378343382e-05,0.0,0.001098371104141029,2437.812633768728,5670.499890499311,7066.370000000001
3,5373.204654971157,8411.609117937283,4447.999836752244,0.0,8794.791945243473,0.0,0.003170424289960118,4.697705130193657e-05,7.149090892521665e-05,0.0,0.0,1.38704698008239e-05,0.0,0.001428060536320443,2437.812634732767,5215.799891123494,7712.96
4,5065.028761152256,8142.474270641706,4447.999837401759,0.0,8794.898852163433,0.0,0.003292240696152188,4.956669197388542e-05,7.562303006695899e-05,0.0,0.0,1.424475572635704e-05,0.0,0.001524798750471579,2437.812635291471,4982.029891492961,8332.87
5,4073.357548528403,6546.958957835166,4447.999838080187,0.0,8794.931068574668,0.0,0.003307843710678735,5.15549942955257e-05,7.88427515899979e-05,0.0,0.0,1.461267157810015e-05,0.0,0.00163581427951708,2437.812636001644,4962.299891817493,8826.49
6,3625.681249745193,5469.26819271396,4447.999838977361,0.0,8794.948581088238,0.0,0.00329034374763855,5.347325834860046e-05,8.165207156003547e-05,0.0,0.0,1.501259739699483e-05,0.0,0.001718016933479112,2437.812636982102,4951.689892072692,9242.54
7,4026.263927212052,6411.21738423024,4447.999840275131,0.0,8794.959144702214,0.0,0.003215557759502098,5.515756698573683e-05,8.378615724637144e-05,0.0,0.0,1.539535726070663e-05,0.0,0.00180014650152931,2437.81263821053,5120.69,9602.169892250873
8,5022.827171287811,8685.851282737633,4447.999841771986,0.0,8794.966048077053,0.0,0.002955854713536145,5.653469278114499e-05,8.504100408655529e-05,0.0,0.0,1.572168186445809e-05,1131.919892317345,0.001862857486386855,2437.812639502394,5230.5,9747.36
9,4585.282162565781,7082.469670514844,4447.999843195442,0.0,8794.970789643541,0.0,0.002986198952992128,5.769618130219351e-05,8.570912675172708e-05,0.0,0.0,1.6054862487281e-05,15252.76989137115,0.001912015722549948,2437.812640645318,5472.34,10376.38
10,1992.442568419181,2342.409815610558,4447.999844373169,0.0,8794.974653095223,0.0,0.003466500530456858,5.845930089779318e-05,8.601344616520007e-05,0.0,0.0,1.636944867897316e-05,30389.25,0.001947506495182578,2437.812641470548,5926.389890770001,11066.88
11,0.001241877490507847,0.001268785492370502,4447.999819570428,0.0,0.000913894474321451,0.0,0.0009760077776720911,5.535433102921824e-05,7.955735874080443e-05,0.0,0.0,1.621936062899237e-05,42925.06987996685,0.0007124879041795433,2437.812631961991,6602.82,11831.54
12,0.001259171500936282,0.001277329537246388,4447.999820495736,0.0,0.0009883631432613515,0.0,0.0009963071550557832,5.575705577446536e-05,7.952962335459036e-05,0.0,0.0,1.63750059336472e-05,50066.45,0.0007319824967869938,2437.81263256714,8268.16,13274.10987989069
13,0.001258117768385348,0.001276055619471423,4447.999820841753,0.0,0.000991954991569403,0.0,0.001001032421941567,5.597964928266164e-05,7.949517683868365e-05,0.0,0.0,1.648277980073438e-05,50730.40987991048,0.0007313972326213608,2437.812632903599,9202.35,15190.1
14,0.00125783512026726,0.001275226323089729,4447.99982125202,0.0,0.001005751106220571,0.0,0.001007272402883006,5.609297713418264e-05,7.94725127040624e-05,0.0,0.0,1.654182255616281e-05,43070.54,0.000734009382785537,2437.812633233783,8584.879880105442,16459.56
15,0.001256202875408302,0.001273872395512672,4447.999821669584,0.0,0.001008948311310135,0.0,0.001012923062386841,5.621634475282793e-05,7.98188887565949e-05,0.0,0.0,1.661950070059656e-05,35949.74,0.000735737892062396,2437.81263365921,7861.639999999999,16404.39988033471
16,0.001253225602543948,0.001272695732582511,4447.999822447907,0.0,0.0009878050348876687,0.0,0.001019368532821398,5.62939527506284e-05,8.090307814263766e-05,0.0,0.0,1.671010144919232e-05,25629.52988065018,0.000736323351047705,2437.812634312635,7917.3,15691.35
17,4920.165053100119,8311.581057065787,4447.999851200304,0.0,8794.994012979098,0.0,0.00915411147753526,6.101303808571135e-05,8.990446080097141e-05,0.0,0.0,1.720059812994941e-05,3632.64,0.002786291033090292,2437.812646669996,7932.099999999999,14908.69989322101
18,5499.386437557213,27809.29760115779,4447.999852710645,0.0,8794.994235181244,0.0,0.01103427016153931,6.164305696203599e-05,9.089043594623634e-05,0.0,0.0,1.734735548197417e-05,0.0,0.002835408022762549,2437.812647966805,7616.550000000001,13866.60989360075
19,4420.9497532696,36915.73385820044,4447.999853586403,0.0,8794.994444891761,0.0,0.01217849166061186,6.191415079883859e-05,9.13687461914985e-05,0.0,0.0,1.746985472461226e-05,0.0,0.002887049130486609,2437.812648799316,7249.889893767974,13319.5
20,3749.315928771306,36734.29021987282,4447.99985406543,0.0,8794.994636829753,0.0,0.01396601556071282,6.201102242644963e-05,9.165372728885102e-05,0.0,0.0,1.755399804790863e-05,0.0,0.002938700199554383,2437.812649308224,7047.13,12560.05989392245
21,3331.009749754905,33262.94907570034,4447.999854185491,0.0,8794.994919764298,0.0,0.01482423844661187,6.197181649246237e-05,9.184723735270278e-05,0.0,0.0,1.759822358359662e-05,0.0,0.002991540410317894,2437.812649476803,6962.379894025465,12052.12
22,3052.940575481854,29792.74040807984,4447.999854214441,0.0,8794.995176045808,0.0,0.01628551177684973,6.189198592111041e-05,9.200418035864583e-05,0.0,0.0,1.76168682193404e-05,0.0,0.003045100640468685,2437.81264953391,7020.699894096691,11727.59
23,2853.803931648967,27030.06670036647,4447.999854202693,0.0,8794.995491142925,0.0,0.01766438376693063,6.180119328152634e-05,9.21366425482123e-05,0.0,0.0,1.762253764298284e-05,0.0,0.003095600079474055,2437.812649542235,7144.569894177018,11248.72
24,2711.602021323909,25197.37089724672,4447.99985418789,0.0,8794.995914284964,0.0,0.01959547061499258,6.171323093969812e-05,9.224962633984318e-05,0.0,0.0,1.762519228996949e-05,0.0,0.003147200568873584,2437.81264954094,6882.049999999999,10472.90989432379
25,2606.397870876483,23019.94074318924,4447.999854182784,0.0,8794.996100925064,0.0,0.02196013413563552,6.162278637296577e-05,9.235721180432704e-05,0.0,0.0,1.762479457398041e-05,0.0,0.003200838765002235,2437.812649526064,6716.79,9914.029894448358
26,2578.732941159112,25342.07422488988,4447.999854428218,0.0,8794.996162305015,0.0,0.02501032762682115,6.165402373213021e-05,9.24929830535471e-05,0.0,0.0,1.763246214305612e-05,0.0,0.003257066147117883,2302.362940231311,6517.54,8853.579894677745
27,2517.683833806491,23899.41401728634,4447.999854505885,0.0,8794.9962125754,0.0,0.02856079726153567,6.16054458809311e-05,9.260624543360496e-05,0.0,0.0,1.76359520267437e-05,0.0,0.003314971066791895,2302.362940287445,6145.6,7740.859894972947
28,2485.569859232728,23739.99351960329,4447.99985472665,0.0,8794.996231660587,0.0,0.03343455834570684,6.16242429509786e-05,9.272271230368756e-05,0.0,0.0,1.764949653376768e-05,0.0,0.003377363726745732,2302.362940466305,5740.69,6859.439895280259
29,2484.165243080091,24380.96075452381,4447.99985507428,0.0,8794.996250310867,0.0,0.03997415076284227,6.170554263349759e-05,9.284666070706177e-05,0.0,0.0,1.767538157770763e-05,0.0,0.003442322105091049,2302.362940756798,5477.23,6106.249895612727
30,2443.234311723135,21724.52944417187,4447.999855548099,0.0,8794.99625447058,0.0,0.05006901709642056,6.182941102554366e-05,9.297570694135978e-05,0.0,0.0,1.770961297493685e-05,0.0,0.003510243940655924,2302.362941126412,4901.609896162639,5461.43
31,2471.879244848506,25310.03627468509,4447.999856325518,0.0,8794.996123113255,0.0,0.06714905103312413,6.209128750660434e-05,9.312781611081402e-05,0.0,0.0,1.776423126570363e-05,0.0,0.003571062777003438,2302.362941736049,4376.85,4929.729896932852
32,2538.902432523335,37509.45615668512,4447.999857256577,0.0,8794.996760062022,0.0,0.1008764974984591,6.23853690743186e-05,9.326623405247365e-05,0.0,0.0,1.781574956415645e-05,582.2698975482474,0.003627022367736999,2302.362942348395,3887.48,4489.27
33,2603.514688809204,42634.30992449377,4447.999857809793,0.0,8794.9971446439,0.0,0.2052773289576532,6.252517929330719e-05,9.337060443975105e-05,0.0,0.0,1.785393505799348e-05,13269.10989471137,0.003693688570643933,2302.362942673188,3358.23,3992.35
34,1635.157991439877,6813.834821123927,4447.999857627967,0.0,8794.996436173778,0.0,23534.06351245238,6.247801089202732e-05,9.341066708425181e-05,0.0,0.0,1.790942083369105e-05,31378.5,0.003776871131566945,2302.362942761586,2776.95,3621.689893905813
35,0.1984723405158529,0.1990053935820516,4447.999857149104,0.0,8794.99656771789,0.0,14037.33987104483,6.226947562619995e-05,9.339139094536453e-05,0.0,0.0,1.791250742911811e-05,40799.76,0.003788160791827547,2302.362942427862,2296.45,3261.239893665987
36,0.003704954112027183,0.00372313502533417,4447.999849238384,0.0,6991.26145259526,0.0,0.003852822950346657,6.0629971588837e-05,9.106302004508323e-05,0.0,0.0,1.778249261285067e-05,49456.23,0.001810044698887088,2302.362938826639,2423.489890383973,3355.42
37,0.003639688421022381,0.003658376317796182,4447.999849138437,0.0,3333.657133243977,0.0,0.003840612484465072,6.055933282521312e-05,9.107223360227135e-05,0.0,0.0,1.778920600402094e-05,48071.93,0.001811544860183918,2302.362938738439,2516.46,3195.719890405355
38,0.003571409267960221,0.003592286979769637,4447.999849256474,0.0,5672.35036650938,0.0,0.003870361540120548,6.05754077354308e-05,9.110704609264075e-05,0.0,0.0,1.780346907151714e-05,42900.41989048891,0.00181228419422369,2302.362938860965,2642.61,3650.87
39,0.03985222901994746,0.03989813267819508,4447.999857015481,0.0,8794.996337355422,0.0,5498.032837172858,6.212446806040496e-05,9.348057706618847e-05,0.0,0.0,1.796301231328797e-05,31904.05,0.003786850147134152,2302.362942433094,2820.889893845572,4071.3
40,0.03319192438410595,0.03324649989044447,4447.999858930939,0.0,8794.996408617757,0.0,23501.78573213489,6.273899091069738e-05,9.368525806134712e-05,0.0,0.0,1.803603401700906e-05,18820.71,0.003808751206945684,2302.362943750007,3036.49,4216.439894394335
41,626.7230119753453,776.7305526455867,4447.999861367568,0.0,8794.997777763265,0.0,41219.97162548376,6.340214358269157e-05,9.422730217471485e-05,0.0,0.0,1.813313862598972e-05,1497.339899092093,0.004416680985898089,2302.362944856466,3314.96,4178.08
