,0
0,6329.292778531579
1,6492.6117865614315
2,6160.510620835737
3,6440.92799529114
4,6260.911327340073
5,6125.935217006752
6,5938.338010935139
7,6087.390070619741
8,6386.587646198821
9,5442.731811041312
10,4307.139041924555
11,3193.1570410411696
12,3080.4781664803645
13,5368.599424223656
14,5631.204084855521
15,6315.529374010828
16,6324.83117043596
17,6386.876648123238
18,6453.826497934915
19,6311.63346332909
20,6320.0614266371085
21,6096.826446232185
22,5809.979434720536
23,5939.398425115932
24,6320.504884240749
25,6316.312636513791
26,5881.032785855669
27,5786.944025466142
28,5928.657990415906
29,5742.8206453977355
30,5566.956404118895
31,5621.044543336257
32,4832.822067989214
33,3748.279373973194
34,3507.903947761318
35,2422.352124675676
36,3114.4351858805835
37,1811.8980989723414
38,4538.118236215113
39,5908.377213921955
40,6015.405339402922
41,5892.985960110726
42,6161.735965205047
43,5968.811059534437
44,5745.271619101558
45,6100.52685719379
46,5767.346744739882
47,5913.606136800792
48,5284.023771603969
49,4710.608771125899
50,5061.335757631394
51,4713.329465043579
52,4079.3218198191016
53,4223.933464056998
54,3595.727118469109
55,4552.166906212827
56,5800.729086647683
57,5217.188868768349
58,5443.52013265146
59,3507.1938203853047
60,3346.9917069314324
61,2943.8710461719284
62,3905.3140566189395
63,3916.286862902348
64,6033.011428533002
65,6323.592326927439
66,6630.770530765725
67,6509.57485759609
68,6752.060420584588
69,6150.496584840953
70,6015.512051553069
71,5859.698667832283
72,6142.331104080842
73,6048.957750807353
74,6255.53421180251
75,6046.608380320639
76,6023.409749378484
77,6019.16030014416
78,6190.96615597401
79,5950.148339493357
80,2571.8800959140353
81,3425.729403633704
82,2306.3870889024183
83,1498.622267981165
84,2083.6289743643474
85,1733.9616823124886
86,2614.550211427313
87,4609.602473679521
88,3059.61855576584
89,3781.1703287126807
90,2110.1320899514203
91,2736.957908393778
92,1955.421586048805
93,2757.667943274344
94,1481.4816918241952
95,3131.314661420958
96,902.0189679645398
97,6023.866621521995
98,6155.739873417118
99,5954.383938387194
100,6062.424729649497
101,5772.343842375651
102,3738.8430533497453
103,3932.080427298727
104,6536.520852594494
105,2873.0244024744443
106,1360.2402387314976
107,1492.2737293392165
108,1199.9995628871013
109,1454.20630583959
110,2720.5544316735345
111,4986.914575623138
112,6390.241016232342
113,6140.478781292036
114,6335.998224757108
115,6279.166913713498
116,6487.64600374878
117,6155.378161581541
118,6080.235168853922
119,6284.928398671439
120,4808.709508082638
121,4741.20352786005
122,4379.423972835753
123,4610.099456390696
124,4619.453060589894
125,2843.7954582496004
126,2970.441096738805
127,6462.679265918856
128,7670.646062048629
129,7359.8584333351455
130,7095.178304540417
131,5244.465232121507
132,5318.586880456831
133,4982.271122037987
134,5928.706954884576
135,3596.023753250598
136,5789.434422390277
137,6175.761361694882
138,6467.768429673901
139,6619.759231551008
140,6699.63453436521
141,6017.824973951647
142,5833.97254319576
143,5710.760227168434
144,5000.589713588553
145,4856.569307298883
146,4240.271048216804
147,4282.2147868131815
148,3961.3747260345344
149,4151.482423086756
150,4904.97723109045
151,7247.623684221105
152,7655.795410180415
153,6832.785266304663
154,5175.50413911929
155,4163.940774211512
156,4243.585853385979
157,3393.6261774393975
158,5100.11508373281
159,3038.466137495775
160,6278.453987177641
161,6129.3319627511455
162,6127.592659662073
163,6216.984390939725
164,5702.186567870417
165,5934.929679949612
166,5987.517820905619
167,5443.5604827025945
168,6180.71437648446
169,5939.520279720311
170,6046.415566657526
171,5745.583568184369
172,5963.217293522356
173,5969.052227582141
174,5794.324656994177
175,6230.238822165913
176,5280.037204188476
177,1843.7983163630213
178,4201.557994505719
179,3722.205303345579
180,4359.798646543217
181,3689.7715502937826
182,1982.6108753048281
183,4265.279820801167
184,6303.3585884832655
185,6207.862366161051
186,6389.950747319615
187,6142.677877537786
188,5941.901901541634
189,5953.63180554238
190,5926.545620555685
191,5797.218688603456
192,5926.534531453095
193,6001.346357703096
194,5880.358600234411
195,6115.90944693335
196,5843.620799753797
197,5769.597549646252
198,5786.820241610623
199,5922.065293520315
200,2449.603578505149
201,3677.8494392260563
202,7786.79764722811
203,6506.017110802128
204,6593.485557366578
205,5411.140477813748
206,5114.401309207087
207,5377.742422550444
208,3546.73578624931
209,1473.6550830438703
210,1483.5478248469747
211,2814.589715806814
212,6309.613942137859
213,5982.1975489302
214,6006.588416674169
215,5560.69137643293
216,6008.922197661485
217,5496.532868842509
218,4967.070391331725
219,5109.297501847078
220,4806.957778822964
221,5357.848155395106
222,3768.5584119303367
223,4905.602450600987
224,6163.391168996919
225,2667.4256164297276
226,4474.436188856925
227,4902.123441019832
228,4545.940691527967
229,4695.083813395705
230,3799.7773355839763
231,5615.452023357942
232,3114.463370084619
233,3322.7164154551356
234,2881.9456183788016
235,2318.738370013729
236,2401.0888563193666
237,6510.5007088741895
238,6583.0418982787505
239,6428.690946560033
240,2737.701511431046
241,2812.836585664887
242,2694.570361976283
243,2623.88122828336
244,1876.8823971050217
245,2159.3011641438984
246,2132.4310518657903
247,2533.4148450631615
