Month,Switzerland,Germany,Italy,France,Austria
1,68.7328402693833,88.82766856414668,66.32967006762271,40.73878985789664,78.86850700630511
2,60.09619841965956,76.22347334541489,59.756986404489,31.531638540787,53.28693067748091
3,29.92123305152015,36.315486090279954,30.162372558459932,19.96306474769852,29.245566906966786
4,14.448079374962706,15.308304954454348,14.974486674168404,14.139312699703765,12.42770094951181
5,10.991033939420044,10.971423053604077,12.119931721757109,11.810697085799408,10.638061492847639
6,10.967003665986102,10.651337488487524,12.73003424868542,12.36728297904759,11.231376679267896
7,11.047609854226648,11.571465781292234,13.20026769918543,11.562873588337219,11.391449449924425
8,13.791788084605152,13.582284498181018,15.671288330860857,13.957465253186749,13.03884578995049
9,21.05268758332648,20.66776355925279,22.610747103884535,19.599791074568696,21.055035814976492
10,41.12023246097699,54.38901347640322,42.27401036885101,23.813191941995726,50.06151726705463
11,58.363731293308106,64.21903293187876,59.145689519826576,33.836391962932396,67.57709904652997
12,69.02054315743617,106.11482251964087,61.45426574273374,28.935871173849836,94.16418572479321
