Hour,idProfile,idProfile_eMobility,idProfile_eHeatPump,idProfile_eHydrogen
108,6079.959999999999,1706.643,1162.68,335.04
109,5990.1,1779.732,1156.24,335.04
110,5890.08,1951.763,1156.14,335.04
111,5781.039999999999,1813.018,1158.6200000000001,335.04
112,5835.040000000001,1651.33,1167.19,335.04
113,6175.139999999999,1826.6239999999998,1175.0,335.04
114,6208.9400000000005,2384.004000000001,1179.5700000000002,335.04
115,6107.01,2960.411,1185.26,335.04
116,5793.99,3147.0249999999996,1189.5200000000002,335.04
117,5615.01,2660.1180000000004,1194.24,335.04
118,5620.04,2051.022,1197.06,335.04
119,5595.08,1649.859,1199.88,335.04
120,5847.92,1323.647,1203.87,335.04
121,5776.009999999999,974.6370000000001,1208.0700000000002,335.04
122,5667.99,691.6120000000001,1211.46,335.04
123,5550.23,496.42499999999995,1214.07,335.04
124,5390.1,360.50300000000004,1217.38,335.04
125,5399.02,306.571,1222.87,335.04
126,5384.050000000001,492.65099999999995,1227.01,335.04
127,5416.99,1352.9370000000001,1229.8300000000002,335.04
128,5423.01,2345.9939999999997,1229.66,335.04
129,5387.01,2646.7870000000003,1220.9999999999998,335.04
130,5356.039999999999,2319.806,1205.02,335.04
131,5408.9400000000005,1891.351,1187.52,335.04
132,5481.039999999999,1710.774,1174.91,335.04
133,5463.0,1777.6619999999998,1165.31,335.04
134,5370.02,1936.394,1161.25,335.04
135,5359.0,1805.6170000000002,1161.79,335.04
136,5445.99,1648.748,1169.46,335.04
137,5665.02,1825.035,1181.82,335.04
138,5703.9400000000005,2358.611,1187.58,335.04
139,5538.01,2919.868,1191.73,335.04
140,5277.969999999999,3092.1609999999996,1193.98,335.04
141,5123.990000000001,2609.261,1194.62,335.04
142,5203.9400000000005,2017.163,1196.21,335.04
143,5391.07,1630.1259999999997,1197.53,335.04
144,5569.0199999999995,1311.494,1200.6200000000001,335.04
145,5721.08,967.7039999999998,1204.15,335.04
146,5691.07,690.9269999999999,1207.65,335.04
147,5577.03,496.58799999999997,1212.92,335.04
148,5430.04,359.611,1219.55,335.04
149,5201.949999999999,297.943,1224.7599999999998,335.04
150,5164.03,449.675,1230.8,335.04
151,5167.99,1186.5279999999998,1239.16,335.04
152,5199.019999999999,2033.3539999999998,1244.9599999999998,335.04
153,5443.96,2292.7380000000003,1230.8999999999999,335.04
154,5747.92,2073.839,1198.0,335.04
155,5814.01,1767.8870000000002,1161.3,335.04
156,5801.0199999999995,1712.538,1129.55,335.04
157,5915.01,1810.36,1108.67,335.04
158,5818.0,1923.2759999999998,1099.3400000000001,335.04
159,5702.9400000000005,1782.0729999999999,1108.11,335.04
160,5693.0,1686.118,1135.63,335.04
161,5661.99,2033.036,1167.58,335.04
162,5627.96,2747.425,1183.52,335.04
163,5502.9400000000005,3229.6669999999995,1192.44,335.04
164,5232.01,3226.9310000000005,1197.8799999999999,335.04
165,5058.040000000001,2619.5290000000005,1207.9099999999999,335.04
166,5058.040000000001,2001.2640000000001,1219.3600000000001,335.04
167,5341.96,1637.626,1230.71,335.04
168,5405.01,1344.442,1234.83,335.04
169,5489.04,1178.84,1235.81,335.04
170,5691.99,959.6679999999999,1238.08,335.04
171,5582.0,671.5129999999999,1242.12,335.04
172,5583.02,485.39,1246.18,335.04
173,5496.0599999999995,344.31899999999996,1253.1499999999999,335.04
174,5741.96,302.324,1258.54,335.04
175,6176.009999999999,404.673,1264.92,335.04
176,6534.0,669.6479999999999,1267.1499999999999,335.04
177,6578.960000000001,1041.2869999999998,1249.3,335.04
178,6638.99,1347.9180000000001,1209.29,335.04
179,6714.01,1818.2739999999997,1163.61,335.04
180,6425.110000000001,1862.7930000000001,1130.72,335.04
181,6376.01,1751.5320000000002,1109.36,335.04
182,6295.07,1681.967,1102.3899999999999,335.04
183,6320.039999999999,1896.152,1115.6200000000001,335.04
184,6422.029999999999,2015.4399999999998,1156.7199999999998,335.04
185,6615.01,2198.203,1209.17,335.04
186,6615.01,2373.757,1249.3600000000001,335.04
187,6301.950000000001,2444.613,1280.47,335.04
188,5919.0,2253.9359999999997,1305.33,335.04
189,5611.980000000001,1836.5829999999999,1325.1799999999998,335.04
190,5825.98,1422.4879999999998,1344.3999999999999,335.04
191,5233.0,1210.739,1361.31,335.04
192,5991.07,1173.22,1373.79,335.04
193,5964.03,1081.5079999999998,1387.6699999999998,335.04
194,5932.01,951.207,1396.9,335.04
195,5867.99,733.125,1404.8600000000001,335.04
196,5747.92,552.519,1412.23,335.04
197,5814.01,383.597,1420.6100000000001,335.04
198,5769.02,285.502,1421.33,335.04
199,6381.039999999999,261.595,1417.31,335.04
200,6602.94,374.536,1408.0099999999998,335.04
201,6590.09,630.3,1378.55,335.04
202,6681.01,1049.43,1323.82,335.04
203,6765.02,1282.92,1266.73,335.04
204,6501.02,1355.0949999999998,1219.83,335.04
205,6498.049999999999,1154.893,1186.68,335.04
206,6377.969999999999,1148.0149999999999,1170.6200000000001,335.04
207,6311.98,1385.469,1175.3000000000002,335.04
208,6397.1,1653.969,1195.22,335.04
209,6619.0,1838.747,1216.77,335.04
210,6647.919999999999,2175.2870000000003,1231.94,335.04
211,6377.030000000001,2394.9979999999996,1242.84,335.04
212,6009.970000000001,2225.044,1251.19,335.04
213,5720.04,1959.2799999999997,1256.72,335.04
214,5888.02,1707.4720000000002,1263.1399999999999,335.04
215,5750.18,1373.283,1266.6599999999999,335.04
216,5439.99,1053.591,1271.46,335.04
217,5725.1,742.2750000000001,1277.46,335.04
218,5702.9400000000005,554.144,1281.8700000000001,335.04
219,5596.060000000001,395.76699999999994,1290.43,335.04
220,5545.99,317.20099999999996,1299.7800000000002,335.04
221,5576.01,271.325,1306.8200000000002,335.04
222,5829.0199999999995,472.584,1315.69,335.04
223,6505.01,1341.738,1324.65,335.04
224,6798.05,2350.9170000000004,1332.0900000000001,335.04
225,6784.049999999999,2629.0330000000004,1319.29,335.04
226,6813.0,2271.6009999999997,1290.1999999999998,335.04
227,6850.18,1822.866,1252.16,335.04
228,6629.02,1644.3360000000002,1215.39,335.04
229,6600.0,1721.9160000000002,1188.55,335.04
230,6470.040000000001,1900.2970000000003,1177.36,335.04
231,6425.110000000001,1776.266,1188.31,335.04
232,6474.02,1616.2499999999998,1224.5500000000002,335.04
233,6654.01,1803.7730000000001,1261.02,335.04
234,6657.0,2367.766,1282.74,335.04
