Row,2020,2030,2040,2050
Imports,379025759.55258846,152666947.50765622,103067043.29181153,101756474.94436991
Exports,-444939251.42864734,-584452777.4041021,-208473812.74202374,-107079829.81864676
Transfer capacity payment,-376653137.94704896,-423815339.56537503,-198334507.80360198,-110878042.20369464
