Month,Switzerland,Germany,Italy,France,Austria
1,67.7374430155022,88.83326856229473,66.30435546895825,39.873551582619,78.83017638961734
2,58.199311368480984,75.88820479629808,59.561782692292915,30.809395692092636,53.08075195551487
3,29.047200145396545,35.39611265647129,29.67481047012448,19.62190636773572,28.768795904771146
4,14.481188264949465,15.271151228275246,14.864895653484579,14.097130056674908,12.375962766265454
5,10.963141075430864,10.91793782776995,11.95044863963492,11.820044499562234,10.5745428032222
6,10.799235598263774,10.630569607837648,12.431101680812102,12.318995486898848,11.14908067143357
7,10.935173809630504,11.526685137051013,12.97825135045224,11.472817392973957,11.334658252657366
8,13.830523621603394,13.548164698971695,15.63461312609298,13.931600540947304,13.009302222958846
9,20.26324439918773,19.820214256886924,21.740830034834723,18.937901263604015,20.244115942026173
10,40.043208277643984,53.6668110675594,41.0720621034971,23.060054202102567,49.00700014295008
11,56.774821878286374,63.71146712474176,58.500157143549536,33.22203993779534,66.63067957566862
12,68.31396531468792,104.98009074725034,60.92891665262456,27.71376115783057,92.94310334513577
