Month,Switzerland,Germany,Italy,France,Austria
1,66.912884513019,88.80145832952043,66.21435447909474,39.67129438329473,78.7042992418318
2,56.95414073365931,75.66782369280016,58.8511924631778,30.379349357852853,52.69973432086491
3,27.06368171654754,32.84386159016472,27.553821555471952,19.426858683799036,27.07275444319449
4,14.057172768245076,15.076910471052173,14.550133469256886,13.961309086803004,12.191928715818044
5,10.725358347823283,10.872902682946767,11.867433800840145,11.771575039217486,10.512205938154178
6,10.736551737515157,10.617185656556494,12.38205007344828,12.30437946338902,11.126871475691962
7,10.872273518204512,11.514471452377686,12.961739391113616,11.465798526426553,11.315706133059404
8,13.726881582413325,13.522736601129138,15.611284325725578,13.919782729011333,12.984588845593889
9,20.16244700781489,19.74845296012198,21.67832559689381,18.889724468382887,20.174199834694807
10,39.0910491024119,53.19181133409632,39.981200325133216,22.615926950634925,48.138126849830485
11,54.458724436110444,62.72172717771216,57.01052904547338,32.349651309798766,65.25185964178232
12,67.41031436573341,103.79064578497045,60.20684746739922,26.683960873594447,91.37038717701398
