Row,2020,2030,2040,2050
Imports,379049885.81947356,134740786.81870827,79918731.54775628,80657385.12789492
Exports,-444979868.6366941,-626045325.3989979,-230607180.70570737,-123100287.80157886
Transfer capacity payment,-376652682.4137106,-435611656.7599771,-184940758.16835687,-109837427.47397265
