Row,2020,2030,2040,2050
Imports,375260784.5231091,151964899.59461713,88993647.23973103,89410991.84673162
Exports,-419624759.5970118,-604443031.4125463,-224140321.80372283,-113519641.75692372
Transfer capacity payment,-373368090.2631787,-428908067.8384561,-190879389.2219016,-111826646.76445368
