Month,Switzerland,Germany,Italy,France,Austria
1,67.77970089153892,88.8422028668373,66.23287398706547,39.7984927058507,78.80695199385165
2,58.518258715188686,75.82381418435587,59.13487284678685,30.66165761066504,52.88241629677538
3,28.3492516060247,34.341429760848065,28.85186112141728,19.555031547841487,28.074040325279867
4,14.29218362717636,15.241815192290352,14.889755285773331,14.090285705942266,12.371071922242127
5,10.804567239369693,10.910377458050299,11.993983062653772,11.780986924039032,10.575419702662202
6,10.82849262753296,10.633541144743894,12.543257979761494,12.336470010915628,11.173931257687629
7,10.883405388412832,11.534827715395744,12.984585624737006,11.471518966531162,11.33933854217794
8,13.716001352484202,13.545195365483668,15.63454612976584,13.931686179036616,13.00500160757361
9,20.165844992517847,19.780887261820006,21.711052920217284,18.911266558687437,20.205761383292934
10,39.70550901988926,53.46180838561795,40.69813342552766,22.97046897632268,48.62933946506102
11,56.35862969643903,63.30224774389623,57.99415521281623,32.85523105079155,66.0676096000765
12,67.48080610302291,104.40275272733015,60.60410546536292,27.406993331884536,92.18884655820375
