Hour,Battery,Battery (Load),Biogas,Biomass,CAES,CAES (Load),CSP,Coal,DAC (Load),DSM,DSM (Up),EMob Shift,EMob Shift (Up),Gas CC,Gas CC-CCS,Gas CC-Syn,Gas Other,Geothermal,Geothermal-Advanced,HP Shift,HP Shift (Up),Hydro Dam,Hydro RoR,LAES,LAES (Load),Lignite,Load Shed,Load Shed Ind,Marine,Methanation (Load),Nuclear,Oil,Other NonRES,Other RES,P2G2P,P2G2P (Load),PV Agri,PV Alpine,PV Facade,PV Highway,PV OpenField,PV Roof,Pump,Pump (Load),Waste,Wind Offshore,Wind Onshore,Exports,Imports,Imports (Net),Load (Net),Load (Total)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03168967484028073,-0.02726802874725675,0.0,0.0,0.0,0.01781987179455693,0.0,0.0,0.0,0.0,0.0,0.0,5.27802683619344,1.3211118770794679,0.0,0.0,0.0,4.365166185801998e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5520517664543771,-4.8546652164659e-06,0.22699115769421255,0.0,0.799519675781664,-6.993893807452121,6.515627951706579,-0.4782658557455425,7.922152324218336,8.721672
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06468607540974611,-0.021451977003632796,0.0,0.0,0.0,0.03563958220547027,0.0,0.0,0.0,0.0,0.0,0.0,5.228571463295968,1.3211118662958432,0.0,0.0,0.0,4.4254010202323915e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5584167828180184,-4.9963115324982e-06,0.2254917071497464,0.0,0.5781996879453466,-7.121519930608747,6.625329858268929,-0.4961900723398185,7.916270312054655,8.494470000000002
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10696829964838775,-0.0007878160055672035,0.0,0.0,0.0,0.04499975902288244,0.0,0.0,0.0,0.0,0.0,0.0,5.167924552585445,1.3211118805090336,0.0,0.0,0.0,4.3815730483564955e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.554929771036251,-4.8763869674187e-06,0.22399225377796442,0.0,0.9563096816511855,-7.1700439133698035,6.203558527506819,-0.9664853858629849,7.452648318348816,8.408958
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13498900782835727,-0.0005627637948860095,0.0,0.0,0.0,0.04499975553375683,0.0,0.0,0.0,0.0,0.0,0.0,5.151092358454568,1.3211118740345613,0.0,0.0,0.0,4.354456806079825e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5526978798000015,-4.8666580906729e-06,0.22389222503538303,0.0,0.602479576124746,-7.369641887270252,6.4176099622184575,-0.9520319250517941,7.476183423875254,8.078662999999999
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010700388983281505,-0.16937534664605397,0.0,0.0,0.0,0.0449997531198713,0.0,0.0,0.0,0.0,0.0,0.0,5.062375817629132,1.3211118491069533,0.0,0.0,0.0,4.339450936095388e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.459220135794632,-4.9336576568791995e-06,0.22389210948825966,0.0,0.5297596409822908,-7.276421714902519,6.495122771779909,-0.7812989431226115,7.161990359017708,7.691749999999999
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010487426420236257,-0.19032960973837454,0.0,0.0,0.0,0.0449997523913327,0.0,0.0,0.0,0.0,0.0,0.0,5.006092314276567,1.3211118364958998,0.0,0.0,0.0,4.305094356015657e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.331402390912132,-4.9653064984269e-06,0.22389212592371413,0.0,0.5557595798216497,-7.277324144003305,6.449531097071703,-0.8277930469316025,6.91041942017835,7.466179
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001317363486401186,-0.05784901793471481,0.0,0.0,0.0,0.04499975206969639,0.0,0.0,0.0,0.0,0.0,0.0,5.015643815823161,1.321111833424852,0.0,0.0,0.0,4.302532046990288e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5442297228970299,-4.9823402962329e-06,0.22389217427028796,0.0,0.6802896388297108,-7.5748323064103005,6.106226126412179,-1.4686061799981216,6.624734361170289,7.3050239999999995
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03250502712551243,-0.041246539451572174,0.0,0.0,0.0,0.044999752249351405,0.0,0.0,0.0,0.0,0.0,0.0,5.023886621271416,1.3211118390290735,0.0,0.0,0.0,4.3056336113965484e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5453929303611234,-4.9737120907767e-06,0.22389223078947618,0.0,0.5007396464505065,-7.604804611507108,6.277861197337319,-1.3269434141697884,6.823593353549493,7.324332999999998
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001327430896426004,-0.0863481719860738,0.0,0.0,0.0,0.04499975183086227,0.0,0.0,0.0,0.0,0.0,0.0,4.917885084937974,1.3211118204874872,0.0,0.0,0.0,4.24132736487149e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4200694207978621,0.0,0.0,0.0,0.3217263687709159,1.3936651687285615,-5.0384177038332994e-06,0.2238921842712815,0.0,0.405399723090769,-7.644358709362636,6.327003138852864,-1.3173555705097715,6.499172487340454,7.646368000000001
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003925314137062032,-0.15842790294934128,0.0,0.0,0.0,0.044999764007249615,0.0,0.0,0.0,0.0,0.0,0.0,2.461204037446332,1.3211114166125848,0.0,0.0,0.0,4.254425096563224e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.537849304989961,0.0,0.0,0.0,1.7254972733454024,0.4500774387989406,-7.5491247348177e-06,0.22388869259508565,0.0,0.3594298451289281,-5.93303418377681,6.106726518786389,0.17369233500957854,4.516930576535708,8.139707
