Row,2020,2030,2040,2050
Imports,375081926.52140194,152604354.15445644,94862217.42822334,93111611.19691327
Exports,-419441171.4435154,-602865443.8981324,-219307868.9367821,-110383823.53353411
Transfer capacity payment,-373386582.60671014,-428257207.0899665,-193809423.58027628,-111857792.43343902
