Hour,Battery,Battery (Load),Biogas,Biomass,CAES,CAES (Load),CSP,Coal,DAC (Load),DSM,DSM (Up),EMob Shift,EMob Shift (Up),Gas CC,Gas CC-CCS,Gas CC-Syn,Gas Other,Geothermal,Geothermal-Advanced,HP Shift,HP Shift (Up),Hydro Dam,Hydro RoR,LAES,LAES (Load),Lignite,Load Shed,Load Shed Ind,Marine,Methanation (Load),Nuclear,Oil,Other NonRES,Other RES,P2G2P,P2G2P (Load),PV Agri,PV Alpine,PV Facade,PV Highway,PV OpenField,PV Roof,Pump,Pump (Load),Waste,Wind Offshore,Wind Onshore,Exports,Imports,Imports (Net),Load (Net),Load (Total)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007257994619023324,-0.13125113681715006,0.0,0.0,0.0,0.1330594033472215,4.1587590596310003e-07,0.0,0.0,0.0,0.0,0.0,5.6322642607307065,1.3211098140767379,0.0,0.0,0.0,8.07384310350121e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5774786323322734,-8.3386427653674e-06,0.22698560673219229,0.0,0.7995194326489108,-6.406509903763735,7.095025873159513,0.6885159693957785,9.45541256735109,10.254932
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006645706262347508,-0.2175805905192045,0.0,0.0,0.0,0.22611884695988682,4.046901941568e-07,0.0,0.0,0.0,0.0,0.0,5.599889816737337,1.3211097226558834,0.0,0.0,0.0,7.980052956481286e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5760887150425158,-8.364521425024101e-06,0.2254868504186324,0.0,0.5781994371035688,-6.514718427851624,7.226497937276742,0.7117795094251187,9.449530562896431,10.02773
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005504990099147492,-0.10765056404929582,0.0,0.0,0.0,0.2561991371808785,3.9491808847229995e-07,0.0,0.0,0.0,0.0,0.0,5.580307486455199,1.3211097720386689,0.0,0.0,0.0,7.985806743997066e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5711617252919434,-8.3026374090437e-06,0.22398778353984078,0.0,0.9563094370659924,-6.631849892392318,6.767566087005192,0.13571619461287354,8.986328562934007,9.942638
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004271398690143325,-0.08836732132395009,0.0,0.0,0.0,0.2561991282572608,3.9588425941820003e-07,0.0,0.0,0.0,0.0,0.0,5.578061858937316,1.3211097836789294,0.0,0.0,0.0,7.959604345386261e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5684114682832404,-8.2746350708762e-06,0.223887673748558,0.0,0.6024792389049134,-6.824810901139517,6.9769486062129875,0.15213770507347,9.015703761095088,9.618183
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037784897445097216,-0.07592018732144831,0.0,0.0,0.0,0.25619912455693067,3.968871921837e-07,0.0,0.0,0.0,0.0,0.0,5.498156522373336,1.3211097765861866,0.0,0.0,0.0,7.923948291392743e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5647478946309068,-8.278884862826401e-06,0.223887767561322,0.0,0.5297593627963518,-6.995775877826785,6.90868506433123,-0.08709081349555435,8.704860637203648,9.234620000000001
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035994808298555883,-0.08449892117739517,0.0,0.0,0.0,0.2561991220510599,3.973902441311e-07,0.0,0.0,0.0,0.0,0.0,5.447852974028148,1.3211097698325058,0.0,0.0,0.0,7.863096709055032e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625016238711726,-8.295064932357101e-06,0.22388784537029255,0.0,0.5557592510837855,-7.078373514111261,6.803079321348899,-0.2752941927623624,8.455349748916214,9.011109000000001
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035515490876531597,-0.08415719440357876,0.0,0.0,0.0,0.25619912154497637,3.978480569262e-07,0.0,0.0,0.0,0.0,0.0,5.402781461241918,1.3211097700833743,0.0,0.0,0.0,7.853583516947335e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.560314235962643,-8.3056696710327e-06,0.2238879219118931,0.0,0.680289369994693,-7.130946021215383,6.620511748724566,-0.5104342724908165,8.173244630005307,8.853534
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036312747514808752,-0.08008345762768639,0.0,0.0,0.0,0.25619912421589625,3.98029909412e-07,0.0,0.0,0.0,0.0,0.0,5.419439759210652,1.3211097836568484,0.0,0.0,0.0,7.864870948107305e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5613064033101627,-8.295472600541e-06,0.2238880063970631,0.0,0.5007393867813408,-7.133513879954704,6.806254551926838,-0.327259328027867,8.378223613218658,8.878963
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035263744124705747,-0.06643261781763315,0.0,0.0,0.0,0.2561991314034891,3.986724575496e-07,0.0,0.0,0.0,0.0,0.0,5.250229447076799,1.3211098388805782,0.0,0.0,0.0,7.910420619960276e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418919243750848,0.0,0.0,0.0,0.32175353297940923,1.552745251118232,-8.2510278838739e-06,0.22388802548415698,0.0,0.405399647779711,-7.277572302963553,6.792570378637482,-0.48500192432607125,8.056255575490031,9.202328
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503279291882475,-0.4901614169357242,0.0,0.0,0.0,0.25619924951470346,4.287329355351e-07,0.0,0.0,0.0,0.0,0.0,3.1543957423531905,1.3211093035170134,0.0,0.0,0.0,7.932137231398357e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5341789328282298,0.0,0.0,0.0,1.7255291166399167,0.8624722866803045,-1.11390476527332e-05,0.22388482088891049,0.0,0.3594297279215599,-5.819174839688001,6.474002103209372,0.6548272635213707,6.057749222610295,9.676887000000002
